"","PWSID","Maximum_sample_exceedence","Units","total_violations","SAMPLING_END_DATE"
"463","IA9233012",1.4,"mg/L",2,"12/31/2016"
"464","IA1970801",1.6,"mg/L",2,"12/31/2016"
"465","090400010",0.481,"mg/L",1,"12/31/1995"
"466","AK2340141",4.1,"mg/L",8,"12/31/2016"
"467","OH8753213",0.03,"mg/L",1,"12/31/2016"
"468","NY5906663",0.093,"mg/L",1,"12/31/2016"
"469","NY0901532",0.01775,"mg/L",1,"12/31/2016"
"470","MS0190006",0.039,"mg/L",2,"12/31/2017"
"471","MS0220062",0.0357,"mg/L",1,"12/31/2017"
"472","VT0021254",0.043,"mg/L",1,"12/31/2016"
"473","NC0496155",0.023,"mg/L",1,"06/30/2016"
"474","NC0175490",3.76,"mg/L",11,"06/30/2016"
"475","055294702",2.49,"mg/L",3,"12/31/2015"
"476","MI2017610",1.7,"mg/L",1,"06/30/2017"
"477","MI2043141",1.912,"mg/L",1,"06/30/2017"
"478","MI2100141",0.062,"mg/L",1,"06/30/2017"
"479","MI2014672",0.0162,"mg/L",1,"06/30/2017"
"480","CA1510800",0.04,"mg/L",10,"12/31/2016"
"481","NC0155116",0.0158,"mg/L",1,"12/31/2016"
"482","WI7720346",0.05565,"mg/L",2,"09/30/2016"
"483","MI0040323",2.05,"mg/L",2,"12/31/2016"
"484","MI0007285",2.05,"mg/L",1,"12/31/2016"
"485","NY1330021",10.7,"mg/L",17,"12/31/2017"
"486","IN5215002",0.0243,"mg/L",1,"12/31/2015"
"487","IN5234006",0.11,"mg/L",2,"12/31/2015"
"488","IN5243018",0.0216,"mg/L",1,"12/31/2015"
"489","090400680",0.074,"mg/L",6,"12/31/2013"
"490","090400682",0.037,"mg/L",1,"12/31/2010"
"491","090400220",0.059,"mg/L",2,"12/31/1994"
"492","090400222",0.0264,"mg/L",1,"12/31/1994"
"493","PA6420303",2.81,"mg/L",3,"09/30/2016"
"494","PA6430307",5.32,"mg/L",3,"09/30/2016"
"495","NY5930130",0.0455,"mg/L",1,"12/31/2016"
"496","NY5203348",2,"mg/L",1,"12/31/2016"
"497","NY4303018",62.3,"mg/L",4,"06/30/2016"
"498","NY4402500",1.6,"mg/L",2,"12/31/2016"
"499","IL3158170",1.65,"mg/L",1,"06/30/2015"
"500","IA3709001",0.028,"mg/L",1,"12/31/2016"
"501","NY4901195",0.055,"mg/L",2,"12/31/2016"
"502","CA3902136",0.032,"mg/L",1,"12/31/2016"
"503","PA4140122",0.225,"mg/L",1,"09/30/2016"
"504","PA4140812",0.0589,"mg/L",1,"09/30/2016"
"505","PA4190906",3.11,"mg/L",4,"09/30/2016"
"506","PA4340001",0.03795,"mg/L",1,"09/30/2016"
"507","PA4340305",0.03,"mg/L",2,"09/30/2016"
"508","PA4410156",0.02314,"mg/L",1,"09/30/2016"
"509","PA4490298",0.068,"mg/L",1,"09/30/2016"
"510","093200200",0.01705,"mg/L",2,"12/31/2013"
"511","090600741",0.0185,"mg/L",2,"12/31/2005"
"512","090605109",0.0178,"mg/L",2,"12/31/2004"
"513","LA1013015",0.11,"mg/L",2,"12/31/2017"
"514","PA7671312",1.6,"mg/L",1,"09/30/2016"
"515","SC1450003",3.7,"mg/L",11,"12/31/2016"
"516","VT0020960",0.09,"mg/L",3,"12/31/2016"
"517","VT0020153",2.8,"mg/L",10,"12/31/2016"
"518","NC3095022",5.37,"mg/L",5,"06/30/2016"
"519","PA4110024",2.467,"mg/L",4,"06/30/2016"
"520","PA4140094",3.524,"mg/L",6,"06/30/2016"
"521","PA5020038",0.022,"mg/L",5,"06/30/2016"
"522","PA7360184",1.685,"mg/L",7,"06/30/2016"
"523","PA7500880",2.8,"mg/L",4,"06/30/2016"
"524","PA7210010",0.0608,"mg/L",1,"09/30/2016"
"525","PA7220016",0.021,"mg/L",1,"09/30/2016"
"526","PA7220057",0.024,"mg/L",1,"09/30/2016"
"527","PA7220941",0.0365,"mg/L",1,"09/30/2016"
"528","PA7360031",0.0585,"mg/L",1,"09/30/2016"
"529","PA7360047",0.1125,"mg/L",1,"09/30/2016"
"530","PA7360080",0.0255,"mg/L",2,"09/30/2016"
"531","PA7360528",0.031,"mg/L",2,"09/30/2016"
"532","PA7360654",3.057,"mg/L",2,"09/30/2016"
"533","PA7360872",0.0235,"mg/L",1,"09/30/2016"
"534","PA7360948",3.055,"mg/L",3,"09/30/2016"
"535","PA7380002",0.0155,"mg/L",1,"09/30/2016"
"536","PA7380023",0.1995,"mg/L",2,"09/30/2016"
"537","PA7500019",1.68,"mg/L",3,"09/30/2016"
"538","MS0070010",0.0178,"mg/L",2,"12/31/2017"
"539","NY5203356",3.26,"mg/L",2,"12/31/2016"
"540","NY5502484",0.017,"mg/L",1,"12/31/2016"
"541","WI6630435",0.02475,"mg/L",2,"09/30/2016"
"542","WI1230311",0.05418,"mg/L",2,"09/30/2016"
"543","NC0149162",1.65,"mg/L",1,"12/31/2016"
"544","NC0105107",1.93,"mg/L",8,"12/31/2016"
"545","CA5410503",0.062,"mg/L",3,"12/31/2016"
"546","CA4500200",0.028,"mg/L",2,"06/30/2016"
"547","CA1200729",1.5,"mg/L",1,"12/31/2016"
"548","WI8550175",1.56,"mg/L",6,"09/30/2016"
"549","PA5020013",0.02,"mg/L",1,"09/30/2016"
"550","PA5030034",0.0335,"mg/L",2,"09/30/2016"
"551","PA5030047",0.02,"mg/L",1,"09/30/2016"
"552","PA5040009",0.0152,"mg/L",1,"09/30/2016"
"553","PA5100445",0.045,"mg/L",2,"09/30/2016"
"554","090400015",0.10915,"mg/L",1,"12/31/1993"
"555","090400016",0.024,"mg/L",1,"06/30/1993"
"556","090400020",0.02135,"mg/L",1,"12/31/2000"
"557","090400021",0.0774,"mg/L",1,"06/30/1993"
"558","090400022",0.053,"mg/L",1,"06/30/1994"
"559","SC1450006",0.02,"mg/L",2,"12/31/2016"
"560","090605133",0.04375,"mg/L",1,"12/31/2004"
"561","093200360",0.0254,"mg/L",1,"12/31/1999"
"562","NY0917769",1.4,"mg/L",4,"06/30/2015"
"563","WI4240280",0.03325,"mg/L",4,"09/30/2016"
"564","WI4360651",0.02325,"mg/L",1,"09/30/2016"
"565","WI4390413",0.2195,"mg/L",3,"09/30/2016"
"566","WI4450609",0.11705,"mg/L",2,"09/30/2016"
"567","PA3060349",2.436,"mg/L",3,"09/30/2016"
"568","PA3060683",0.017,"mg/L",1,"09/30/2016"
"569","PA3060909",0.0385,"mg/L",1,"09/30/2016"
"570","PA3061076",0.07,"mg/L",1,"09/30/2016"
"571","PA3061192",0.0865,"mg/L",1,"09/30/2016"
"572","NY5112134",0.0181,"mg/L",1,"12/31/2017"
"573","NY5301417",0.0185,"mg/L",1,"12/31/2016"
"574","PA2451287",6.2,"mg/L",3,"09/30/2016"
"575","PA2451343",1.4,"mg/L",1,"09/30/2016"
"576","PA2520201",0.024,"mg/L",2,"09/30/2016"
"577","PA2640055",0.056,"mg/L",1,"09/30/2016"
"578","PA2640057",1.925,"mg/L",3,"09/30/2016"
"579","PA2660010",0.03228,"mg/L",1,"09/30/2016"
"580","PA2660603",0.0765,"mg/L",5,"09/30/2016"
"581","090400108",0.0304,"mg/L",2,"12/31/1997"
"582","090400117",0.0191,"mg/L",1,"12/31/2010"
"583","090408027",0.0475,"mg/L",1,"12/31/2005"
"584","090605165",0.02695,"mg/L",1,"12/31/2006"
"585","UTAH08039",0.0159,"mg/L",1,"12/31/2016"
"586","UTAH25011",0.0243,"mg/L",1,"12/31/2016"
"587","UTAH27073",0.0388,"mg/L",1,"12/31/2016"
"588","PR0132071",0.016,"mg/L",1,"12/31/2015"
"589","PR0003283",50,"mg/L",1,"12/31/2015"
"590","PR0364083",1.9,"mg/L",1,"12/31/2015"
"591","PR0677016",1.93,"mg/L",8,"06/30/2015"
"592","PR0644126",1.88,"mg/L",1,"12/31/2015"
"593","PR0247022",0.018,"mg/L",1,"12/31/2015"
"594","FL3424229",0.0197,"mg/L",1,"12/01/2016"
"595","MS0700008",0.0381,"mg/L",1,"12/31/2016"
"596","093200161",0.016,"mg/L",1,"12/31/2016"
"597","090402057",0.1354,"mg/L",16,"12/31/2016"
"598","IN5241010",2.32,"mg/L",5,"06/30/2016"
"599","NY4118053",0.055,"mg/L",1,"12/31/2016"
"600","IL1975060",0.03,"mg/L",2,"09/30/1993"
"601","090600135",0.0245,"mg/L",1,"12/31/2004"
"602","OH1330912",0.02,"mg/L",1,"12/31/2016"
"603","090600138",0.0175,"mg/L",1,"12/31/2007"
"604","VA3550022",3,"mg/L",1,"12/31/2016"
"605","VA2003876",8.8,"mg/L",4,"12/31/2016"
"606","VA6099305",0.076,"mg/L",1,"12/31/2016"
"607","090433001",0.016,"mg/L",1,"12/31/2004"
"608","090400073",0.044,"mg/L",1,"12/31/2013"
"609","MD0080048",0.063,"mg/L",1,"12/31/2006"
"610","OK6005596",0.0443,"mg/L",2,"12/31/2016"
"611","OK3006137",0.0289,"mg/L",1,"06/30/2016"
"612","OK3004107",1.58,"mg/L",2,"12/31/2016"
"613","MD0100005",0.032,"mg/L",1,"12/31/2010"
"614","FL2160906",0.0535,"mg/L",3,"12/01/2015"
"615","MD0220003",0.034,"mg/L",3,"12/31/2004"
"616","KS2017339",1.5,"mg/L",10,"12/31/2015"
"617","UTAH19074",0.0197,"mg/L",2,"12/31/2016"
"618","UTAH06002",1.37,"mg/L",2,"12/31/2016"
"619","IL1890400",0.031,"mg/L",2,"12/31/2000"
"620","IL1895500",0.016,"mg/L",1,"12/31/1994"
"621","MO3112283",0.0241,"mg/L",1,"12/31/2015"
"622","CT0230164",2.27,"mg/L",3,"06/30/2010"
"623","CT1429173",6.16,"mg/L",21,"12/31/2014"
"624","CT0949063",1.85,"mg/L",3,"12/31/2015"
"625","CT1030074",0.046,"mg/L",6,"12/31/2015"
"626","MD0210211",0.173,"mg/L",1,"12/31/1993"
"627","MI2029423",0.0196,"mg/L",1,"12/31/2016"
"628","MI2003628",0.022,"mg/L",1,"12/31/2016"
"629","MI2081041",0.017,"mg/L",1,"12/31/2015"
"630","MI2012247",2.66,"mg/L",1,"12/31/2016"
"631","MI2076347",0.062,"mg/L",1,"12/31/2016"
"632","MI2020150",2.688,"mg/L",1,"12/31/2016"
"633","MD1130014",3.09,"mg/L",2,"12/31/2016"
"634","MD0060009",0.796,"mg/L",2,"12/31/2016"
"635","IL1970450",0.023,"mg/L",2,"12/31/1992"
"636","FL6530313",0.049,"mg/L",4,"12/01/2015"
"637","FL6531052",0.0297,"mg/L",1,"12/01/2015"
"638","NM3501029",0.016,"mg/L",2,"12/31/2013"
"639","NM3530414",1.6,"mg/L",2,"12/31/2016"
"640","TX2360026",0.0253,"mg/L",1,"12/31/2015"
"641","TX2370014",0.0284,"mg/L",1,"12/31/2015"
"642","IL1310100",0.016,"mg/L",1,"12/31/2016"
"643","CA2801049",0.028,"mg/L",1,"12/31/2016"
"644","FL2164494",0.019,"mg/L",2,"12/01/2016"
"645","CA2300638",2.225,"mg/L",5,"12/31/2016"
"646","CA2300644",8.6,"mg/L",12,"12/31/2011"
"647","CA4700803",1.726,"mg/L",6,"12/31/2011"
"648","090600142",0.0254,"mg/L",1,"12/31/2004"
"649","MD1060008",0.15,"mg/L",4,"12/31/2016"
"650","MD1061118",0.021,"mg/L",1,"12/31/2016"
"651","MD0100207",0.037,"mg/L",1,"12/31/1993"
"652","090400106",0.0476,"mg/L",1,"12/31/2000"
"653","090400107",0.05,"mg/L",1,"12/31/1996"
"654","FL3420965",0.1357,"mg/L",1,"12/01/2016"
"655","PA2450426",0.0245,"mg/L",2,"09/30/2016"
"656","PA2451279",6.69,"mg/L",2,"09/30/2016"
"657","MD1050013",0.025,"mg/L",1,"12/31/2000"
"658","MD0210018",0.016,"mg/L",1,"12/31/1993"
"659","MD1090007",0.029,"mg/L",1,"12/31/2005"
"660","MD0080037",0.017,"mg/L",1,"12/31/2002"
"661","IL3130633",0.0284,"mg/L",3,"12/31/2016"
"662","090400099",0.0195,"mg/L",1,"12/31/2004"
"663","090400102",0.016,"mg/L",1,"12/31/2010"
"664","NJ1530007",3.2,"mg/L",3,"06/30/2016"
"665","MO5191413",0.016,"mg/L",1,"12/31/2015"
"666","WI6031122",0.019,"mg/L",1,"12/31/2015"
"667","WI6420834",0.015365,"mg/L",1,"12/31/2015"
"668","NY2000129",1.7,"mg/L",3,"06/30/2015"
"669","NY3819028",2,"mg/L",5,"06/30/2015"
"670","IL1970800",0.029,"mg/L",3,"09/30/1992"
"671","IL1970850",0.016,"mg/L",1,"03/31/1994"
"672","IL1971100",0.026,"mg/L",1,"03/31/1993"
"673","IL1974150",0.02,"mg/L",1,"03/31/1993"
"674","FL2624173",0.021,"mg/L",2,"12/01/2015"
"675","TX0110022",0.016,"mg/L",1,"12/31/2015"
"676","TX1700827",0.0225,"mg/L",3,"12/31/2015"
"677","TX0020012",1.83,"mg/L",3,"12/31/2015"
"678","TX0500020",1.9,"mg/L",1,"12/31/2015"
"679","TX1012503",1.8,"mg/L",2,"12/31/2015"
"680","TX1012985",1.4,"mg/L",1,"12/31/2015"
"681","TX1013158",1.93,"mg/L",2,"12/31/2015"
"682","TX1050003",1.8,"mg/L",9,"12/31/2015"
"683","TX1290019",1.5793,"mg/L",1,"12/31/2015"
"684","CO0154609",2.6,"mg/L",14,"12/31/2015"
"685","CO0230067",1.87,"mg/L",5,"12/31/2015"
"686","AR0000397",0.023,"mg/L",1,"06/30/2016"
"687","AR0000065",0.033,"mg/L",1,"06/30/2016"
"688","NH2085010",0.034,"mg/L",3,"06/30/2016"
"689","NH2542190",0.066,"mg/L",1,"06/30/2016"
"690","NM3504021",2.6,"mg/L",6,"06/30/2011"
"691","CO0135476",0.0222,"mg/L",2,"06/30/2016"
"692","CO0223168",0.032,"mg/L",1,"06/30/2016"
"693","CO0121415",2.25,"mg/L",2,"06/30/2016"
"694","NY5502495",0.037,"mg/L",1,"12/31/2016"
"695","090600190",0.0515,"mg/L",1,"12/31/2010"
"696","090600194",0.01584,"mg/L",1,"12/31/2016"
"697","CO0107719",2.26,"mg/L",2,"12/31/2016"
"698","CO0121850",1.43,"mg/L",1,"12/31/2016"
"699","CO0221421",2.05,"mg/L",5,"12/31/2016"
"700","MD0020221",0.032,"mg/L",1,"12/31/2012"
"701","NY5225004",5.25,"mg/L",11,"12/31/2016"
"702","NY1322847",47,"mg/L",1,"12/31/2016"
"703","FL3354662",1.9,"mg/L",2,"12/01/2015"
"704","FL3354986",0.016,"mg/L",1,"06/01/2015"
"705","MD0220201",0.033,"mg/L",1,"06/30/1995"
"706","MD0220206",0.018,"mg/L",1,"12/31/2003"
"707","MD1040085",0.036,"mg/L",1,"06/30/2006"
"708","MD1040086",0.034,"mg/L",1,"06/30/2006"
"709","MD0200206",0.016,"mg/L",1,"12/31/1995"
"710","MD0210003",0.018,"mg/L",1,"12/31/2014"
"711","CA3901402",0.069,"mg/L",1,"12/31/2015"
"712","CA1510043",1.76,"mg/L",10,"06/30/2015"
"713","CA3900993",3.931,"mg/L",1,"12/31/2015"
"714","CA2900535",203,"mg/L",1,"12/31/2014"
"715","CA2600501",6.1,"mg/L",9,"12/31/2000"
"716","ME0000623",2.75,"mg/L",9,"12/31/2016"
"717","MD0030209",0.14,"mg/L",2,"12/31/2001"
"718","090600119",0.021,"mg/L",1,"12/31/2004"
"719","090600120",0.023,"mg/L",1,"12/31/2000"
"720","IN2170867",0.0194,"mg/L",1,"12/31/2016"
"721","IN5250004",1.97,"mg/L",5,"12/31/2016"
"722","NY0600813",1.6,"mg/L",2,"06/30/2016"
"723","NY0615959",1.5,"mg/L",3,"12/31/2015"
"724","NY1030269",2.23,"mg/L",1,"06/30/2015"
"725","MD0210020",0.021,"mg/L",2,"12/31/1999"
"726","MD0220004",0.018,"mg/L",1,"12/31/1992"
"727","MD0220009",0.029,"mg/L",4,"12/31/1996"
"728","105300092",0.034,"mg/L",2,"12/31/2016"
"729","105300108",10.5,"mg/L",10,"06/30/2016"
"730","105300086",4,"mg/L",5,"06/30/2016"
"731","IL1970500",0.023,"mg/L",2,"12/31/1998"
"732","090600125",0.042,"mg/L",1,"12/31/1994"
"733","090600131",0.016,"mg/L",1,"12/31/2004"
"734","MD0090001",0.022,"mg/L",1,"12/31/2010"
"735","OK2004203",0.0198,"mg/L",1,"06/30/2016"
"736","FL1464063",0.0151,"mg/L",1,"12/01/2015"
"737","MD1060013",0.132,"mg/L",1,"12/31/1993"
"738","MD1090014",0.02,"mg/L",2,"12/31/2013"
"739","MD1090016",0.046,"mg/L",1,"12/31/1993"
"740","MD1090018",0.034,"mg/L",1,"12/31/1993"
"741","MD0080019",0.05,"mg/L",1,"12/31/2005"
"742","KS2117330",0.029,"mg/L",1,"12/31/2017"
"743","KS2017318",0.019,"mg/L",1,"12/31/2015"
"744","SC3030005",2.2,"mg/L",7,"06/30/2016"
"745","KS2008907",2.6,"mg/L",7,"12/31/2015"
"746","KS2005118",1.7,"mg/L",2,"12/31/2015"
"747","KS2003514",1.8,"mg/L",6,"12/31/2015"
"748","OH8743412",0.017,"mg/L",1,"12/31/2016"
"749","IL1970050",0.017,"mg/L",1,"09/30/1993"
"750","IL1970300",0.068,"mg/L",1,"09/30/1992"
"751","IL1970350",0.1,"mg/L",1,"12/31/1998"
"752","MD0230204",0.037,"mg/L",1,"12/31/2003"
"753","MD0210004",0.314,"mg/L",4,"12/31/2009"
"754","MD0210006",0.053,"mg/L",2,"06/30/1994"
"755","MD0210209",0.039,"mg/L",2,"12/31/1993"
"756","MO6190564",0.0618,"mg/L",1,"12/31/2015"
"757","CA2702030",0.152,"mg/L",1,"12/31/2014"
"758","IA5396039",0.0382,"mg/L",1,"12/31/2015"
"759","IA5758101",0.02,"mg/L",2,"12/31/2015"
"760","OR4100960",0.0154,"mg/L",3,"12/31/2016"
"761","PA2450088",0.081,"mg/L",1,"09/30/2016"
"762","PA2520952",0.0201,"mg/L",1,"09/30/2016"
"763","CA1510036",0.017,"mg/L",1,"06/30/2016"
"764","CA1700508",0.0198,"mg/L",1,"12/31/2016"
"765","NY5501275",1.91,"mg/L",1,"12/31/2015"
"766","AZ0413431",0.0342,"mg/L",2,"12/31/2018"
"767","AZ0420567",0.07,"mg/L",2,"12/31/2016"
"768","AZ0420567",0.07,"mg/L",2,"12/31/2017"
"769","AZ0410414",0.027,"mg/L",2,"12/31/2016"
"770","AZ0410414",0.027,"mg/L",2,"12/31/2018"
"771","NM3553601",0.029,"mg/L",1,"12/31/2016"
"772","NM3503521",0.016,"mg/L",1,"12/31/2016"
"773","NM3504121",0.022,"mg/L",1,"12/31/2016"
"774","NY0232116",1.75,"mg/L",4,"12/31/2016"
"775","IN2710083",0.0174,"mg/L",1,"12/31/2016"
"776","IN2850006",0.0169,"mg/L",2,"12/31/2016"
"777","IN2500891",2,"mg/L",3,"12/31/2016"
"778","FL1570384",4,"mg/L",3,"06/01/2016"
"779","VA1077240",0.0323,"mg/L",3,"12/31/2016"
"780","090605025",0.0365,"mg/L",1,"12/31/2005"
"781","MD0100032",0.027,"mg/L",1,"12/31/1993"
"782","MD0220221",0.032,"mg/L",4,"12/31/2002"
"783","MD0220222",0.034,"mg/L",3,"12/31/2005"
"784","MD1041201",0.035,"mg/L",1,"12/31/2008"
"785","MD1041210",0.019,"mg/L",1,"06/30/2001"
"786","OH4652612",0.068,"mg/L",2,"12/31/2016"
"787","OH5750613",0.0916,"mg/L",1,"06/30/2016"
"788","NJ1436386",1.6,"mg/L",1,"12/31/2016"
"789","TN0000925",0.02475,"mg/L",2,"12/31/2016"
"790","TN0000924",2.328,"mg/L",2,"12/31/2016"
"791","IN5228009",0.0184,"mg/L",1,"12/31/2016"
"792","IN5237005",0.0176,"mg/L",2,"12/31/2016"
"793","CA3901461",0.049,"mg/L",1,"12/31/2007"
"794","IL1977930",0.028,"mg/L",1,"03/31/1994"
"795","CA2700558",0.26,"mg/L",1,"12/31/2013"
"796","CA2700738",0.025,"mg/L",1,"12/31/2014"
"797","CA1000285",0.017,"mg/L",1,"12/31/2013"
"798","MD0010011",0.068,"mg/L",1,"06/30/1993"
"799","090400274",0.041,"mg/L",3,"12/31/2004"
"800","CA2810008",0.027,"mg/L",1,"12/31/2016"
"801","CA3110050",0.0195,"mg/L",1,"12/31/2016"
"802","CA5401040",0.045,"mg/L",2,"12/31/2012"
"803","CA1600601",0.045,"mg/L",2,"12/31/2016"
"804","IL1115189",1.745,"mg/L",2,"12/31/2016"
"805","IL1490050",1.5,"mg/L",2,"12/31/2016"
"806","IL1570450",1.4,"mg/L",4,"12/31/2016"
"807","IL1635300",1.4,"mg/L",1,"12/31/2016"
"808","IL1790100",1.6,"mg/L",3,"12/31/2016"
"809","IL0690100",0.0174,"mg/L",1,"12/31/2016"
"810","GA1270118",0.044,"mg/L",3,"12/31/2016"
"811","GA1410007",0.018,"mg/L",2,"12/31/2018"
"812","GA1690027",0.0175,"mg/L",2,"12/31/2016"
"813","GA1690027",0.0175,"mg/L",2,"12/31/2018"
"814","GA1770029",0.041,"mg/L",1,"12/31/2016"
"815","CA1900752",0.0167,"mg/L",1,"06/30/2016"
"816","CA2710003",0.021,"mg/L",7,"12/31/2008"
"817","MO1010850",1.795,"mg/L",3,"12/31/2015"
"818","MO1010850",1.795,"mg/L",3,"12/31/2016"
"819","MT0000329",0.032,"mg/L",1,"06/30/2016"
"820","CA4900925",0.054,"mg/L",4,"06/30/2009"
"821","FL6581900",0.057,"mg/L",1,"12/01/2015"
"822","CA4000604",1.5,"mg/L",1,"06/30/2016"
"823","101611104",0.0478,"mg/L",2,"12/31/2017"
"824","NJ1010311",0.091,"mg/L",3,"12/31/2016"
"825","MO2010201",0.0691,"mg/L",2,"12/31/2015"
"826","MO2010201",0.0691,"mg/L",2,"12/31/2016"
"827","MO2010436",0.0166,"mg/L",2,"12/31/2015"
"828","MO2010436",0.0166,"mg/L",2,"12/31/2016"
"829","MD0020059",0.042,"mg/L",1,"12/31/2002"
"830","MD1040065",0.026,"mg/L",1,"06/30/1994"
"831","CA3700924",0.036,"mg/L",1,"12/31/2016"
"832","CA1500465",0.078,"mg/L",3,"06/30/2016"
"833","VA2015850",0.019,"mg/L",1,"12/31/2016"
"834","MD0200002",0.043,"mg/L",1,"12/31/2000"
"835","CA3700918",0.13,"mg/L",1,"12/31/2013"
"836","CA3701747",0.0185,"mg/L",1,"12/31/2014"
"837","PA3480349",0.0238,"mg/L",2,"09/30/2016"
"838","PA4560050",7.24,"mg/L",3,"12/31/2016"
"839","PA7220377",7.1,"mg/L",10,"06/30/2014"
"840","PA7670356",6.4,"mg/L",2,"12/31/2016"
"841","PR0132051",0.017,"mg/L",1,"12/31/2016"
"842","NY1230000",3.7,"mg/L",7,"12/31/2016"
"843","MD0200007",0.016,"mg/L",1,"06/30/1994"
"844","NY4430200",0.0165,"mg/L",2,"12/31/2014"
"845","ID3380038",0.02,"mg/L",1,"06/30/2015"
"846","ID2290025",2.55,"mg/L",2,"12/31/1994"
"847","ID3230005",2.23,"mg/L",2,"12/31/1994"
"848","GA1990009",0.021,"mg/L",3,"12/31/2016"
"849","GA1990009",0.021,"mg/L",3,"12/31/2018"
"850","OK5005525",0.0204,"mg/L",1,"12/31/2016"
"851","GA1850300",4.955,"mg/L",6,"12/31/2016"
"852","FL6604868",0.0709,"mg/L",1,"12/01/2016"
"853","FL1034141",1.7,"mg/L",1,"12/01/2016"
"854","090605020",0.02,"mg/L",1,"12/31/2006"
"855","NJ1106002",0.0217,"mg/L",1,"12/31/2016"
"856","NJ1505375",7,"mg/L",6,"12/31/2016"
"857","105300141",0.17,"mg/L",3,"12/31/2018"
"858","CA5400805",0.031,"mg/L",2,"12/31/2016"
"859","ME0000777",2,"mg/L",2,"06/30/2016"
"860","KS2001903",0.02,"mg/L",2,"12/31/2016"
"861","MT0000254",1.56,"mg/L",2,"12/31/2016"
"862","MT0000216",2.06,"mg/L",5,"12/31/2016"
"863","MT0004589",1.66,"mg/L",2,"12/31/2016"
"864","PR0613386",2.34,"mg/L",3,"06/30/2016"
"865","ND2701003",0.0331,"mg/L",3,"12/31/2016"
"866","IL1170010",0.025,"mg/L",1,"12/31/2016"
"867","IL1170200",0.065,"mg/L",1,"12/31/2016"
"868","CA2800112",0.02,"mg/L",1,"12/31/2016"
"869","TX0150191",0.024,"mg/L",1,"12/31/2016"
"870","NY3503530",3.8,"mg/L",11,"12/31/2016"
"871","CA3700962",0.021,"mg/L",1,"12/31/2016"
"872","AZ0402112",0.017,"mg/L",2,"12/31/2015"
"873","CA2310011",0.023,"mg/L",1,"12/31/2016"
"874","CA2810013",0.1025,"mg/L",1,"12/31/2016"
"875","GA1850300",4.955,"mg/L",6,"12/31/2018"
"876","GA1950006",8.4,"mg/L",12,"12/31/2016"
"877","NY3503611",1.615,"mg/L",2,"12/31/2016"
"878","MD0230003",0.025,"mg/L",2,"12/31/1994"
"879","GA1950045",5.7,"mg/L",6,"12/31/2016"
"880","GA3030001",3.455,"mg/L",5,"12/31/2016"
"881","GA3030001",3.455,"mg/L",5,"12/31/2018"
"882","MI0040090",0.016,"mg/L",1,"12/31/2015"
"883","NY0900226",0.018,"mg/L",1,"12/31/2015"
"884","MT0004899",0.0213,"mg/L",1,"12/31/2015"
"885","MO6048148",0.0223,"mg/L",2,"12/31/2015"
"886","KS2001307",0.024,"mg/L",1,"12/31/2004"
"887","LA1107004",1.4,"mg/L",2,"12/31/2016"
"888","LA1119035",1.4,"mg/L",2,"12/31/2016"
"889","LA2005256",1.9,"mg/L",25,"06/30/2010"
"890","LA1005017",0.115,"mg/L",1,"12/31/2016"
"891","MT0000145",0.027,"mg/L",9,"12/31/2004"
"892","IL1770500",0.01695,"mg/L",1,"12/31/2016"
"893","IL1195550",0.0335,"mg/L",1,"12/31/2016"
"894","OK3003203",0.03544,"mg/L",1,"12/31/2016"
"895","MD1061286",0.05,"mg/L",2,"06/30/2014"
"896","MD1070001",0.017,"mg/L",2,"12/31/1995"
"897","MD1070001",0.017,"mg/L",2,"12/31/1995"
"898","MD1070005",0.018,"mg/L",1,"12/31/1995"
"899","MD0040019",0.053,"mg/L",1,"12/31/2003"
"900","MD1040027",0.027,"mg/L",2,"06/30/1994"
"901","MD1040030",0.018,"mg/L",1,"12/31/1993"
"902","MD1040032",0.017,"mg/L",1,"12/31/2001"
"903","MD1040034",0.035,"mg/L",4,"06/30/1994"
"904","MD1040038",0.043,"mg/L",1,"12/31/2000"
"905","MD1040041",0.02,"mg/L",1,"12/31/1993"
"906","AK2260511",0.0156,"mg/L",1,"12/31/2015"
"907","VA3149510",0.021,"mg/L",1,"12/31/2015"
"908","IL1977210",0.053,"mg/L",2,"12/31/2001"
"909","IL1977770",0.076,"mg/L",1,"06/30/1996"
"910","IL1977870",0.029,"mg/L",1,"12/31/2001"
"911","MO4182616",0.0195,"mg/L",1,"12/31/2015"
"912","MO5301457",0.0196,"mg/L",1,"12/31/2015"
"913","VA5049500",0.036,"mg/L",2,"06/30/2016"
"914","MI0000508",1.94,"mg/L",1,"12/31/2018"
"915","MI0000575",1.94,"mg/L",1,"12/31/2018"
"916","MI0001648",0.016,"mg/L",1,"12/31/2019"
"917","CT0970051",4.62,"mg/L",3,"06/30/2018"
"918","093500333",0.0642,"mg/L",8,"12/31/2007"
"919","090400054",0.043,"mg/L",4,"12/31/2013"
"920","090400054",0.043,"mg/L",4,"12/31/2013"
"921","090411311",0.0824,"mg/L",2,"12/31/2005"
"922","090605153",1.8,"mg/L",2,"12/31/2004"
"923","VT0006687",4.79,"mg/L",5,"06/30/2015"
"924","VT0020872",2.7,"mg/L",2,"06/30/2015"
"925","CA4300577",0.02,"mg/L",1,"12/31/2013"
"926","CA3400229",20,"mg/L",1,"12/31/2016"
