pwsid,total_samples,detection_share,concentration_avg,concentration_max,pfas_count
AL0000572,116,0,0,0,0
AL0000575,29,0,0,0,0
AL0000577,123,.35772356,186.6344423145056,358.7999888658524,10
AL0000578,1,1,1.899999976158142,1.899999976158142,1
AL0000580,4,0,0,0,0
AL0000581,58,0,0,0,0
AL0000588,24,.375,80,220,4
AL0000591,28,.32142857,46,110,3
AL0000594,120,0,0,0,0
AL0000597,116,0,0,0,0
AL0000610,111,0,0,0,0
AL0000624,58,0,0,0,0
AL0000629,58,0,0,0,0
AL0000651,1,1,4.199999809265137,4.199999809265137,1
AL0000657,4,0,0,0,0
AL0000664,12,0,0,0,0
AL0000677,58,0,0,0,0
AL0000681,145,.034482758,2.888888947665691,16.40000009536743,5
AL0000702,112,0,0,0,0
AL0000713,117,.042735044,2.850000113248825,9.5,4
AL0000728,27,.11111111,3.400000095367432,5.5,2
AL0000729,201,.039800994,5.858974099159241,14.40000009536743,2
AL0000732,1,1,4.699999809265137,4.699999809265137,1
AL0000737,24,0,0,0,0
AL0000738,24,0,0,0,0
AL0000751,67,.17910448,31.77000093460083,89.10000228881836,6
AL0000753,26,.53846157,3.799285769462585,10.30000019073486,4
AL0000755,24,0,0,0,0
AL0000761,16,.25,3.833333253860474,10.39999985694885,3
AL0000763,107,0,0,0,0
AL0000769,12,0,0,0,0
AL0000783,104,.21153846,26.62047588825226,107.8000011444092,7
AL0000789,17,1,38.7266674041748,75,6
AL0000794,24,0,0,0,0
AL0000798,3,1,9.599999904632568,9.699999809265137,2
AL0000801,29,.1724138,43.66666698455811,150,3
AL0000804,42,.42857143,13.54285728931427,30.19999980926514,6
AL0000814,48,.5,14.25000011920929,27.60000014305115,6
AL0000816,223,.085201792,10.35952353477478,30.19999933242798,4
AL0000817,1,1,11.10000038146973,11.10000038146973,1
AL0000818,1,1,3.400000095367432,3.400000095367432,1
AL0000819,1,1,1.899999976158142,1.899999976158142,1
AL0000820,66,.27272728,15.99999988079071,27.70000028610229,5
AL0000821,1,1,1.799999952316284,1.799999952316284,1
AL0000822,1,1,4.900000095367432,4.900000095367432,1
AL0000823,1,1,5,5,1
AL0000824,115,.034782607,1.31527778506279,6.299999952316284,3
AL0000825,1,1,2,2,1
AL0000826,1,1,2.400000095367432,2.400000095367432,1
AL0000827,1,1,1.799999952316284,1.799999952316284,1
AL0000828,1,1,2.5,2.5,1
AL0000831,4,1,20.15000009536743,21.70000028610229,3
AL0000833,30,.2,10.70333337783813,30.09999942779541,5
AL0000865,1,1,4.099999904632568,4.099999904632568,1
AL0000867,87,0,0,0,0
AL0000870,30,.2,7.223333179950714,18.10000038146973,4
AL0000878,31,.22580644,5.900000095367432,13.80000019073486,4
AL0000882,251,.11155379,11.38426569104195,41.39999961853027,6
AL0000885,34,.29411766,8.310952574014664,14.10000002384186,5
AL0000888,30,0,0,0,0
AL0000899,93,.07526882,5.812499850988388,15.39999985694885,4
AL0000908,47,0,0,0,0
AL0000924,13,1,72.73333406448364,86.90000009536743,3
AL0000926,87,0,0,0,0
AL0000927,1,1,5,5,1
AL0000929,1,1,4,4,1
AL0000930,112,0,0,0,0
AL0000933,33,.36363637,62.03666630387306,97.69999980926514,5
AL0000934,26,.07692308,.75,2.299999952316284,1
AL0000935,153,.10457516,12.67380970716476,44.00000095367432,7
AL0000936,24,.083333336,7.5,30,2
AL0000940,12,0,0,0,0
AL0000943,111,.10810811,16.73571416735649,47.49999952316284,9
AL0000945,116,.0086206896,2.075000047683716,8.300000190734863,1
AL0000947,29,.1724138,24.60000014305115,24.60000014305115,5
AL0000957,58,0,0,0,0
AL0000967,157,.025477707,6.249999940395355,22.40000009536743,2
AL0000983,5,1,38.94999980926514,55.69999980926514,3
AL0000993,87,0,0,0,0
AL0000994,58,0,0,0,0
AL0001002,86,0,0,0,0
AL0001005,48,.5,4.513690546154976,9.200000107288361,7
AL0001006,2,1,8.100000143051147,8.100000143051147,2
AL0001015,140,0,0,0,0
AL0001021,33,.45454547,54.41666555404663,164.1999998092651,7
AL0001022,12,1,156.8000001907349,156.8000001907349,12
AL0001037,7,1,24.84000015258789,35.5,2
AL0001047,9,1,25.05000019073486,26,4
AL0001056,58,0,0,0,0
AL0001070,215,0,0,0,0
AL0001073,58,0,0,0,0
AL0001084,121,.11570248,12.53999975323677,41.10000038146973,6
AL0001086,24,0,0,0,0
AL0001088,24,0,0,0,0
AL0001092,24,.16666667,77.5,260,3
AL0001097,41,0,0,0,0
AL0001100,12,0,0,0,0
AL0001106,51,0,0,0,0
AL0001110,16,0,0,0,0
AL0001120,175,.0057142857,1.679999947547913,8.399999618530273,1
AL0001124,18,0,0,0,0
AL0001127,116,0,0,0,0
AL0001131,6,1,9.266666650772095,12.29999995231628,3
AL0001142,32,.25,6.949999928474426,17.59999990463257,4
AL0001145,169,.13609467,13.23136448860168,35.29999971389771,6
AL0001148,35,.31428573,4.261666625738144,15.30000019073486,4
AL0001149,58,0,0,0,0
AL0001150,25,.039999999,.4199999868869781,2.099999904632568,1
AL0001151,12,0,0,0,0
AL0001157,28,.14285715,4.75,23.09999942779541,3
AL0001160,7,1,15.67499971389771,20.5,2
AL0001163,40,.40000001,5.857142925262451,13,5
AL0001164,36,.19444445,71.19999980926514,142.3999996185303,7
AL0001171,2,1,11.60000038146973,11.60000038146973,2
AL0001176,58,0,0,0,0
AL0001203,145,.13793103,26.6283338367939,69.69999945163727,9
AL0001204,21,.14285715,1.024999976158142,4.099999904632568,3
AL0001205,12,0,0,0,0
AL0001220,29,0,0,0,0
AL0001222,18,0,0,0,0
AL0001228,13,1,21.26666676998138,26.70000016689301,6
AL0001245,1,1,4.099999904632568,4.099999904632568,1
AL0001247,6,1,14.49999976158142,14.49999976158142,6
AL0001258,58,.086206898,4.316666632890701,21.70000004768372,5
AL0001260,37,.35135135,4.792857080698013,10.89999973773956,5
AL0001261,11,1,95.35000014305115,107.3999998569489,6
AL0001265,86,0,0,0,0
AL0001273,116,0,0,0,0
AL0001289,116,0,0,0,0
AL0001290,29,0,0,0,0
AL0001298,145,0,0,0,0
AL0001302,116,0,0,0,0
AL0001306,116,0,0,0,0
AL0001307,24,0,0,0,0
AL0001313,82,0,0,0,0
AL0001326,29,0,0,0,0
AL0001336,24,0,0,0,0
AL0001344,116,0,0,0,0
AL0001351,116,0,0,0,0
AL0001353,24,0,0,0,0
AL0001363,58,0,0,0,0
AL0001368,1,1,5.300000190734863,5.300000190734863,1
AL0001378,1,1,3.799999952316284,3.799999952316284,1
AL0001393,16,1,60.05833339691162,89.90000009536743,5
AL0001402,62,0,0,0,0
AL0001403,1,1,4.900000095367432,4.900000095367432,1
AL0001410,53,0,0,0,0
AL0001411,86,0,0,0,0
AL0001420,1,1,12,12,1
AL0001421,1,1,4.699999809265137,4.699999809265137,1
AL0001422,61,.37704918,66.36378812789917,282.2000000476837,5
AL0001423,25,.039999999,2,10,1
AL0001424,1,1,5.300000190734863,5.300000190734863,1
AL0001425,1,1,6.699999809265137,6.699999809265137,1
AL0001426,29,0,0,0,0
AL0001432,140,0,0,0,0
AL0001437,79,0,0,0,0
AL0001439,165,.14545454,29.59206348657608,88.20000028610229,7
AL0001489,42,0,0,0,0
AL0001500,59,0,0,0,0
AL0001506,29,0,0,0,0
AL0001507,74,0,0,0,0
AL0001508,29,0,0,0,0
AL0001537,116,0,0,0,0
AL0001540,53,0,0,0,0
AL0001671,36,.16666667,27.71190440654755,94.09999990463257,5
AL0001716,4,0,0,0,0
AL0001739,58,0,0,0,0
AL0001748,150,.026666667,4.06333327293396,11.19999980926514,2
AL0001750,12,0,0,0,0
AL0001770,58,0,0,0,0
AL0001780,29,1,113.2500001192093,144.5,8
AL0001781,2,1,4.449999809265137,6.099999904632568,1
AL0001783,24,0,0,0,0
AL0001786,24,0,0,0,0
AL0001805,27,1,188.6799993515015,228.8000001907349,6
AR0000004,70,0,0,0,0
AR0000015,29,0,0,0,0
AR0000017,58,0,0,0,0
AR0000025,53,0,0,0,0
AR0000027,116,.0086206896,1.399999976158142,5.599999904632568,1
AR0000039,82,0,0,0,0
AR0000041,140,.0071428572,1.550000071525574,6.200000286102295,1
AR0000044,53,0,0,0,0
AR0000052,29,0,0,0,0
AR0000055,140,0,0,0,0
AR0000056,140,.078571431,9.912499666213989,16.29999995231628,3
AR0000062,24,0,0,0,0
AR0000066,70,0,0,0,0
AR0000074,91,0,0,0,0
AR0000077,24,0,0,0,0
AR0000085,24,0,0,0,0
AR0000093,12,0,0,0,0
AR0000096,58,0,0,0,0
AR0000101,24,0,0,0,0
AR0000104,140,0,0,0,0
AR0000107,12,0,0,0,0
AR0000109,24,0,0,0,0
AR0000119,24,0,0,0,0
AR0000124,99,0,0,0,0
AR0000138,91,0,0,0,0
AR0000142,24,0,0,0,0
AR0000144,116,0,0,0,0
AR0000145,91,0,0,0,0
AR0000152,12,0,0,0,0
AR0000156,70,0,0,0,0
AR0000163,58,0,0,0,0
AR0000164,29,0,0,0,0
AR0000171,58,0,0,0,0
AR0000184,12,0,0,0,0
AR0000189,24,0,0,0,0
AR0000191,4,0,0,0,0
AR0000193,116,0,0,0,0
AR0000195,140,0,0,0,0
AR0000196,116,0,0,0,0
AR0000208,53,0,0,0,0
AR0000209,146,0,0,0,0
AR0000213,29,0,0,0,0
AR0000214,58,0,0,0,0
AR0000220,24,0,0,0,0
AR0000222,12,0,0,0,0
AR0000230,24,0,0,0,0
AR0000244,116,.0086206896,1.350000023841858,5.400000095367432,1
AR0000250,24,0,0,0,0
AR0000254,140,0,0,0,0
AR0000272,12,0,0,0,0
AR0000284,33,0,0,0,0
AR0000286,116,0,0,0,0
AR0000289,29,0,0,0,0
AR0000315,83,0,0,0,0
AR0000326,29,0,0,0,0
AR0000338,12,0,0,0,0
AR0000360,111,0,0,0,0
AR0000365,12,0,0,0,0
AR0000378,58,0,0,0,0
AR0000394,29,0,0,0,0
AR0000404,53,0,0,0,0
AR0000416,58,0,0,0,0
AR0000421,29,0,0,0,0
AR0000431,58,0,0,0,0
AR0000438,91,0,0,0,0
AR0000441,116,0,0,0,0
AR0000445,29,0,0,0,0
AR0000446,24,0,0,0,0
AR0000449,58,0,0,0,0
AR0000459,18,0,0,0,0
AR0000463,12,0,0,0,0
AR0000465,24,0,0,0,0
AR0000466,24,0,0,0,0
AR0000484,24,0,0,0,0
AR0000486,82,0,0,0,0
AR0000488,116,0,0,0,0
AR0000492,140,0,0,0,0
AR0000493,30,0,0,0,0
AR0000495,4,0,0,0,0
AR0000503,24,0,0,0,0
AR0000504,116,0,0,0,0
AR0000507,24,0,0,0,0
AR0000510,116,0,0,0,0
AR0000513,24,0,0,0,0
AR0000521,58,0,0,0,0
AR0000536,12,0,0,0,0
AR0000542,116,0,0,0,0
AR0000550,70,0,0,0,0
AR0000561,12,0,0,0,0
AR0000569,24,0,0,0,0
AR0000572,24,0,0,0,0
AR0000574,53,0,0,0,0
AR0000575,24,0,0,0,0
AR0000579,116,0,0,0,0
AR0000583,29,0,0,0,0
AR0000586,24,0,0,0,0
AR0000590,82,0,0,0,0
AR0000592,12,0,0,0,0
AR0000599,58,0,0,0,0
AR0000646,12,0,0,0,0
AR0000668,29,0,0,0,0
AR0000674,29,0,0,0,0
AR0000688,174,0,0,0,0
AR0000704,58,0,0,0,0
AR0000725,116,0,0,0,0
AR0000727,116,0,0,0,0
AR0000734,116,0,0,0,0
AR0000738,12,0,0,0,0
AR0000772,91,0,0,0,0
AR0000773,116,0,0,0,0
AR0000782,140,0,0,0,0
AR0000787,4,0,0,0,0
AR0000808,12,0,0,0,0
AR0000867,4,0,0,0,0
AR0000887,24,0,0,0,0
ARN000022,12,0,0,0,0
AS9711948,95,.021052632,4.844444632530212,43.19999980926514,2
AZ0401004,60,.033333335,1.575000047683716,3.199999809265137,1
AZ0402005,33,0,0,0,0
AZ0402010,194,.010309278,.8125,3.5,1
AZ0402014,12,0,0,0,0
AZ0402035,58,0,0,0,0
AZ0402042,12,0,0,0,0
AZ0402044,99,0,0,0,0
AZ0402078,30,0,0,0,0
AZ0403002,62,0,0,0,0
AZ0403003,61,.13114753,22.99999988079071,86,8
AZ0403008,240,0,0,0,0
AZ0403017,91,0,0,0,0
AZ0403702,12,0,0,0,0
AZ0403712,58,.017241379,2.700000047683716,5.400000095367432,1
AZ0404008,112,.080357142,45.25571501255035,160.2000041007996,5
AZ0404012,12,0,0,0,0
AZ0404032,738,.27913278,61.98372793197632,297.9999990463257,9
AZ0405005,12,0,0,0,0
AZ0407017,24,0,0,0,0
AZ0407025,806,.017369727,3.029999971389771,22,2
AZ0407026,111,0,0,0,0
AZ0407033,12,0,0,0,0
AZ0407046,109,.43119267,102.9663274288177,516.4999980926514,8
AZ0407056,41,0,0,0,0
AZ0407065,33,0,0,0,0
AZ0407070,58,0,0,0,0
AZ0407078,12,0,0,0,0
AZ0407088,42,0,0,0,0
AZ0407090,593,.018549748,2.219875127077103,23.79999971389771,4
AZ0407091,109,.036697246,5.857142865657806,29,4
AZ0407092,261,.01532567,1.657142788171768,20.09999942779541,3
AZ0407093,84,0,0,0,0
AZ0407094,170,.052941177,6.068253993988037,36.70000004768372,6
AZ0407095,649,0,0,0,0
AZ0407096,66,0,0,0,0
AZ0407098,78,0,0,0,0
AZ0407099,94,0,0,0,0
AZ0407100,212,.10377359,51.19333386421204,324.7999992370605,5
AZ0407101,144,.041666668,6.159523725509644,20.69999980926514,2
AZ0407120,12,0,0,0,0
AZ0407121,58,0,0,0,0
AZ0407128,145,.0068965517,1.399999976158142,7,1
AZ0407150,76,0,0,0,0
AZ0407154,18,0,0,0,0
AZ0407305,97,.14432989,23.58000040054321,61.29999995231628,7
AZ0407406,57,.01754386,6.5,6.5,1
AZ0407500,12,0,0,0,0
AZ0407504,57,0,0,0,0
AZ0407532,58,0,0,0,0
AZ0407695,60,0,0,0,0
AZ0408001,12,.66666669,1020.5,1077,4
AZ0408018,58,0,0,0,0
AZ0408020,99,0,0,0,0
AZ0408022,12,0,0,0,0
AZ0408032,12,0,0,0,0
AZ0408038,12,0,0,0,0
AZ0408040,70,0,0,0,0
AZ0408063,192,.083333336,5.366666913032532,13.70000028610229,3
AZ0408081,58,0,0,0,0
AZ0409003,18,0,0,0,0
AZ0409004,41,0,0,0,0
AZ0409015,12,0,0,0,0
AZ0409029,83,0,0,0,0
AZ0410004,41,0,0,0,0
AZ0410006,16,0,0,0,0
AZ0410035,12,0,0,0,0
AZ0410041,58,0,0,0,0
AZ0410051,91,.16483517,10.25000011920929,31,6
AZ0410076,73,.02739726,8,53,1
AZ0410095,29,0,0,0,0
AZ0410112,349,.011461318,31.68000078201294,476,2
AZ0410164,242,0,0,0,0
AZ0410169,29,0,0,0,0
AZ0410312,41,0,0,0,0
AZ0411004,12,0,0,0,0
AZ0411009,30,0,0,0,0
AZ0411017,52,.096153848,17.83333361148834,76,3
AZ0411021,29,0,0,0,0
AZ0411039,24,0,0,0,0
AZ0411060,12,0,0,0,0
AZ0411066,83,0,0,0,0
AZ0411115,58,0,0,0,0
AZ0411117,36,0,0,0,0
AZ0411128,42,0,0,0,0
AZ0411131,12,0,0,0,0
AZ0411160,12,0,0,0,0
AZ0411328,58,0,0,0,0
AZ0411705,58,0,0,0,0
AZ0412004,76,0,0,0,0
AZ0412011,102,.25490198,32.41313111782074,95.79999828338623,7
AZ0413012,67,.13432837,22.4583328962326,69.49999976158142,7
AZ0413015,58,0,0,0,0
AZ0413024,87,0,0,0,0
AZ0413025,18,0,0,0,0
AZ0413045,92,.23913044,22.76666676998138,65.20000028610229,7
AZ0413046,62,0,0,0,0
AZ0413048,24,0,0,0,0
AZ0413087,12,0,0,0,0
AZ0413320,12,0,0,0,0
AZ0414004,123,0,0,0,0
AZ0414005,12,0,0,0,0
AZ0414015,70,0,0,0,0
AZ0414024,194,0,0,0,0
AZ0414080,58,0,0,0,0
AZ0414082,116,.0086206896,.7750000357627869,3.100000143051147,1
AZ0414099,58,0,0,0,0
AZ0420018,58,0,0,0,0
AZ0420423,18,0,0,0,0
AZ0420549,87,0,0,0,0
AZ0420570,33,0,0,0,0
CA,1693,.31541643,27.83734332770109,310.4000000953674,8
CA0105020,72,.1388889,15.94999980926514,20.29999971389771,3
CA0110001,396,.46464646,20.53757156431675,52.19999980926514,7
CA0110003,573,.089005239,9.704800844192505,54.59999990463257,7
CA0110005,308,.0064935065,1.029999971389771,5.199999809265137,1
CA0110006,24,0,0,0,0
CA0110008,236,.51271188,95.86283355951309,261.9999995231628,8
CA0110009,53,0,0,0,0
CA0110010,558,.53405017,66.07218337059021,244.1000003814697,6
CA0110011,24,0,0,0,0
CA0110018,19,.052631579,1.5,3,1
CA0210002,12,0,0,0,0
CA0300037,116,0,0,0,0
CA0310002,29,0,0,0,0
CA0310012,116,0,0,0,0
CA0400150,18,0,0,0,0
CA0400151,84,.14285715,5.736666619777679,19.89999961853027,6
CA0400154,95,.11578947,6.335064828395844,19.60000014305115,3
CA0405003,71,0,0,0,0
CA0409197,18,0,0,0,0
CA0410002,1625,.12369231,12.18604102730751,161.5999994277954,7
CA0410005,269,.36059481,101.8236856460571,453.1999998092651,6
CA0410006,82,0,0,0,0
CA0410007,165,0,0,0,0
CA0410008,122,.016393442,1.449999928474426,4.599999904632568,1
CA0410011,12,0,0,0,0
CA0510001,29,0,0,0,0
CA0510002,140,0,0,0,0
CA0510003,91,0,0,0,0
CA0510006,24,0,0,0,0
CA0510009,116,0,0,0,0
CA0510016,53,0,0,0,0
CA0610004,29,0,0,0,0
CA0707625,100,.5,474.9075384140015,590.6999998092651,6
CA0710001,82,0,0,0,0
CA0710002,24,0,0,0,0
CA0710003,218,0,0,0,0
CA0710004,54,0,0,0,0
CA0710006,111,0,0,0,0
CA0710007,115,0,0,0,0
CA0710008,111,0,0,0,0
CA0710009,70,0,0,0,0
CA0800552,36,.055555556,1.700000047683716,3.400000095367432,2
CA0800800,36,.33333334,51.54999923706055,64.60000014305115,6
CA0810001,12,0,0,0,0
CA0900659,58,.034482758,4,8,2
CA0910001,263,.0038022813,.355555534362793,3.199999809265137,1
CA0910002,425,.035294119,7.919589795172215,51.20000004768372,7
CA0910003,116,0,0,0,0
CA0910013,33,0,0,0,0
CA1000447,112,.035714287,6.735714316368103,38.40000009536743,3
CA1010001,225,.21777777,28.2909027338028,99.49999976158142,7
CA1010003,1005,.095522389,10.56359913945198,121.2000000476837,10
CA1010004,18,0,0,0,0
CA1010005,18,0,0,0,0
CA1010006,116,.0086206896,1.324999928474426,5.299999713897705,1
CA1010007,2093,.16244625,55.03669939190149,940.8999996185303,11
CA1010018,12,0,0,0,0
CA1010019,70,0,0,0,0
CA1010021,12,0,0,0,0
CA1010023,91,0,0,0,0
CA1010024,90,0,0,0,0
CA1010025,12,0,0,0,0
CA1010027,41,0,0,0,0
CA1010029,86,.046511628,5.023809611797333,22.09999990463257,4
CA1010034,137,0,0,0,0
CA1010044,116,0,0,0,0
CA1010339,112,.0625,12.26571434736252,62.09999990463257,6
CA1110002,84,0,0,0,0
CA1110003,55,.018181818,1.200000047683716,4.800000190734863,1
CA1210001,12,0,0,0,0
CA1210002,58,0,0,0,0
CA1210004,12,0,0,0,0
CA1210006,70,0,0,0,0
CA1210009,12,0,0,0,0
CA1210013,12,0,0,0,0
CA1210016,12,0,0,0,0
CA1210017,12,0,0,0,0
CA1300549,116,0,0,0,0
CA1300554,91,0,0,0,0
CA1310001,76,0,0,0,0
CA1310002,18,0,0,0,0
CA1310003,29,0,0,0,0
CA1310004,57,0,0,0,0
CA1310006,24,0,0,0,0
CA1310007,29,0,0,0,0
CA1310011,72,.055555556,1.5571428835392,5.200000047683716,2
CA1310801,29,0,0,0,0
CA1410001,83,0,0,0,0
CA1500050,12,0,0,0,0
CA1500251,39,.15384616,7.866666793823242,12.99999976158142,3
CA1500296,12,0,0,0,0
CA1500333,18,0,0,0,0
CA1500374,18,0,0,0,0
CA1500407,18,0,0,0,0
CA1500458,24,.25,35.54999995231628,71.09999990463257,6
CA1500561,59,.11864407,4.006666660308838,8.099999904632568,2
CA1510001,24,0,0,0,0
CA1510003,1801,.033314824,3.356194887310266,53.19999980926514,7
CA1510005,48,0,0,0,0
CA1510006,24,0,0,0,0
CA1510012,41,0,0,0,0
CA1510013,18,0,0,0,0
CA1510015,213,.0046948357,.4444444477558136,4,1
CA1510017,60,0,0,0,0
CA1510018,43,0,0,0,0
CA1510019,76,0,0,0,0
CA1510021,70,0,0,0,0
CA1510022,41,0,0,0,0
CA1510024,29,0,0,0,0
CA1510026,18,0,0,0,0
CA1510029,24,0,0,0,0
CA1510031,749,.014686248,1.366133868694305,65.5,4
CA1510032,53,0,0,0,0
CA1510033,110,.045454547,4.614285707473755,12.79999971389771,2
CA1510039,18,0,0,0,0
CA1510041,24,0,0,0,0
CA1510043,18,0,0,0,0
CA1510049,53,.32075471,26.17833352088928,56.70000028610229,6
CA1510055,497,.076458752,4.780932486057281,29.5,4
CA1510056,18,0,0,0,0
CA1510701,117,0,0,0,0
CA1510702,6,0,0,0,0
CA1600011,12,0,0,0,0
CA1610001,58,0,0,0,0
CA1610002,173,0,0,0,0
CA1610003,30,0,0,0,0
CA1610004,70,0,0,0,0
CA1610005,47,0,0,0,0
CA1610700,24,0,0,0,0
CA1710002,66,0,0,0,0
CA1710003,29,0,0,0,0
CA1710004,116,0,0,0,0
CA1710005,18,0,0,0,0
CA1710006,140,.014285714,3.024999916553497,12.09999966621399,2
CA1710014,4,0,0,0,0
CA1805004,12,0,0,0,0
CA1810001,114,0,0,0,0
CA1810003,57,.03508772,18.57999992370605,86,1
CA1810700,29,.89655173,100.7857141494751,157,6
CA1900038,54,.018518519,2.200000047683716,6.599999904632568,1
CA1900046,75,.12,13.21666669845581,18.99999976158142,4
CA1907032,36,0,0,0,0
CA1910001,36,0,0,0,0
CA1910002,74,.027027028,.6666666865348816,2.200000047683716,1
CA1910003,85,.094117649,3.498214304447174,15.30000042915344,3
CA1910004,125,.048,8.599999785423279,16.40000009536743,2
CA1910005,140,0,0,0,0
CA1910007,96,0,0,0,0
CA1910009,197,.18274112,7.804189801216125,26.59999990463257,6
CA1910010,101,0,0,0,0
CA1910011,18,0,0,0,0
CA1910013,123,.14634146,17.03333342075348,33.99999976158142,5
CA1910017,576,.52256942,68.80671668052673,235.6000003814697,9
CA1910019,24,0,0,0,0
CA1910021,206,0,0,0,0
CA1910022,24,0,0,0,0
CA1910023,29,0,0,0,0
CA1910024,211,.090047397,11.1141414642334,51.49999976158142,7
CA1910026,41,0,0,0,0
CA1910028,134,.14179105,11.04416674375534,31.20000028610229,5
CA1910029,58,0,0,0,0
CA1910030,53,0,0,0,0
CA1910033,288,.0034722222,.1458333283662796,3.5,1
CA1910034,198,.4848485,75.63469171524048,127.1000001430511,7
CA1910036,621,.33494365,38.83537325263023,111.2000002861023,8
CA1910038,69,.14492753,4.224999904632568,11.79999995231628,3
CA1910039,663,.46455505,23.7634699344635,90.50000023841858,8
CA1910040,24,0,0,0,0
CA1910041,19,.052631579,1,2,1
CA1910042,555,.63243246,69.11585330963135,167.8000001907349,8
CA1910043,230,.36521739,29.24676269292831,122.099999666214,8
CA1910044,48,.125,1.925000011920929,6.399999856948853,2
CA1910046,29,0,0,0,0
CA1910047,147,0,0,0,0
CA1910048,56,.10714286,3.100000023841858,6.800000190734863,2
CA1910049,117,.051282052,7.111111164093018,33.20000076293945,3
CA1910050,122,.40163934,72.48749995231628,88.89999985694885,7
CA1910051,18,0,0,0,0
CA1910052,182,0,0,0,0
CA1910053,12,0,0,0,0
CA1910054,116,0,0,0,0
CA1910059,30,0,0,0,0
CA1910060,77,.012987013,.800000011920929,3.200000047683716,1
CA1910062,36,.027777778,.425000011920929,1.700000047683716,1
CA1910063,24,0,0,0,0
CA1910065,216,.0046296297,.4636363685131073,5.099999904632568,1
CA1910067,558,.0071684588,.3230094462633133,6.900000095367432,2
CA1910070,216,0,0,0,0
CA1910072,82,0,0,0,0
CA1910073,42,.047619049,1.220000028610229,6.099999904632568,2
CA1910077,18,0,0,0,0
CA1910079,47,.10638298,7.233333438634872,38.20000028610229,5
CA1910083,24,0,0,0,0
CA1910085,73,.01369863,.6499999761581421,2.599999904632568,1
CA1910086,29,0,0,0,0
CA1910090,50,.40000001,29.40428686141968,57.39999985694885,6
CA1910091,339,.57227141,87.29131376743317,164.8000001907349,11
CA1910092,212,.35849056,28.46088486909866,79.5,8
CA1910096,208,.13942307,16.57947015762329,62.69999980926514,6
CA1910097,18,0,0,0,0
CA1910098,331,.13293052,20.15812158584595,117.0999999046326,8
CA1910101,18,.11111111,22,66,2
CA1910102,48,0,0,0,0
CA1910103,58,0,0,0,0
CA1910104,100,0,0,0,0
CA1910105,116,.05172414,3.322222128510475,11.39999961853027,2
CA1910108,24,0,0,0,0
CA1910117,181,.19337016,45.21249973773956,94.40000009536743,8
CA1910124,129,0,0,0,0
CA1910125,230,.48260871,74.56188482046127,154.8000004291534,12
CA1910126,106,.056603774,4.800000011920929,33.29999947547913,6
CA1910127,36,0,0,0,0
CA1910128,68,.25,10.78750002384186,20,4
CA1910130,24,0,0,0,0
CA1910134,102,0,0,0,0
CA1910139,282,0,0,0,0
CA1910140,132,.12121212,18.10749989748001,54.30000042915344,7
CA1910142,24,0,0,0,0
CA1910143,24,0,0,0,0
CA1910144,12,0,0,0,0
CA1910146,172,.023255814,1.298611149191856,8.900000095367432,3
CA1910148,12,0,0,0,0
CA1910149,179,0,0,0,0
CA1910152,283,.1590106,23.67958016693592,71.39999985694885,8
CA1910153,120,.50833333,45.16613614559174,92.70000004768372,8
CA1910154,12,0,0,0,0
CA1910155,66,0,0,0,0
CA1910156,167,0,0,0,0
CA1910157,24,0,0,0,0
CA1910159,12,0,0,0,0
CA1910160,95,.073684208,25.57500016689301,56.59999942779541,4
CA1910161,56,.053571429,4.466666579246521,26.80000019073486,3
CA1910166,4,0,0,0,0
CA1910167,146,0,0,0,0
CA1910169,70,0,0,0,0
CA1910173,12,0,0,0,0
CA1910174,395,.62025315,56.23818773031235,87.20000028610229,11
CA1910179,313,.43450481,26.07200241088867,127.0999994277954,6
CA1910185,116,0,0,0,0
CA1910186,127,.039370079,3.664826810359955,23.69999980926514,3
CA1910191,180,.21111111,18.7184986770153,61.49999976158142,8
CA1910194,142,.02112676,3.783333301544189,10,1
CA1910199,75,.51999998,25.035804271698,72.70000004768372,7
CA1910204,24,0,0,0,0
CA1910205,66,0,0,0,0
CA1910211,442,.40950227,67.54033851623535,149.699999332428,9
CA1910212,73,.08219178,12.99999952316284,34.19999980926514,3
CA1910213,181,0,0,0,0
CA1910218,137,.60583943,73.52211999893188,112.0000003576279,8
CA1910223,143,.11888112,5.725694358348846,21.09999990463257,3
CA1910225,24,0,0,0,0
CA1910234,24,0,0,0,0
CA1910238,18,0,0,0,0
CA1910239,78,0,0,0,0
CA1910240,1341,.42431021,62.79671887308359,209.1000003814697,11
CA1910242,18,0,0,0,0
CA1910243,36,0,0,0,0
CA1910245,24,0,0,0,0
CA1910247,107,.065420561,2.570000022649765,7.799999713897705,2
CA1910248,116,0,0,0,0
CA1910250,155,.48387095,35.21690511703491,88.00000047683716,7
CA1910253,109,.35779816,45.6674593091011,72.60000002384186,8
CA1990001,445,.076404497,9.125314980745316,169,7
CA2000384,72,0,0,0,0
CA2010001,24,0,0,0,0
CA2010002,12,0,0,0,0
CA2010007,152,0,0,0,0
CA2010010,58,0,0,0,0
CA2010012,86,0,0,0,0
CA2010013,14,0,0,0,0
CA2010014,14,0,0,0,0
CA2010017,6,0,0,0,0
CA2010018,54,0,0,0,0
CA2010801,12,0,0,0,0
CA2110002,231,0,0,0,0
CA2110003,47,0,0,0,0
CA2110005,116,0,0,0,0
CA2110007,126,0,0,0,0
CA2110350,58,0,0,0,0
