pwsid,haa5,tthm,tthm_alt,haa5_alt,combined_dbp
NJ1436368,,,,,
NJ1436375,0,3.8209999,3.8209999,,3.8209999
NJ1436376,,,,,
NJ1436379,,,,,
NJ1436381,,,,,
NJ1436386,,,,,
NJ1438001,,.25,.25,,.25
NJ1438003,.60666668,18.4,1.1112499,.60666668,19.006666
NJ1438004,.34666666,6.4228573,1.758409,.34666666,6.7695241
NJ1438006,,.1,.1,,.1
NJ1438300,0,1.8258333,1.8258333,,1.8258333
NJ1438311,,,,,
NJ1438318,,,,,
NJ1439001,0,.52357143,.52357143,,.52357143
NJ1439301,,,,,
NJ1501001,5.3850002,6.8000002,7.645,7.114666,12.185
NJ1502001,12.5,64.800003,64.800003,12.5,77.300003
NJ1503001,1.585,7.4499998,4.1949997,1.585,9.0349998
NJ1504001,9.0971432,11.341111,8.7326927,4.8163514,20.438255
NJ1505002,4.2578487,5.1511111,2.7378705,4.2578487,9.4089603
NJ1505003,4.632,1.645,1.645,4.632,6.277
NJ1505004,5.0377393,7.6894116,7.6894116,5.0377393,12.727151
NJ1505306,,.37,.37,,.37
NJ1505312,,.46000001,.46000001,,.46000001
NJ1505323,,1.14,1.14,,1.14
NJ1505324,,.25999999,.25999999,,.25999999
NJ1505355,5.8150001,3.1699998,3.1699998,5.8150001,8.9849997
NJ1505365,,,,,
NJ1505372,,,,,
NJ1505375,,2.03,2.03,,2.03
NJ1505385,,,,,
NJ1505387,,,,,
NJ1506001,26.264103,39.139805,37.607769,26.50098,65.403908
NJ1507005,5.6123528,6.5741858,4.6739154,5.2925696,12.186539
NJ1507007,1.2,9,30.274998,1.2,10.2
NJ1507008,2.3,8.1000004,8.1000004,,10.400001
NJ1508001,10.67,5.71,5.71,4.8050003,16.380001
NJ1509001,4.1729999,2.8916664,2.8916664,4.1729999,7.0646663
NJ1510001,12.32,5.4499998,2.8366666,15.905833,17.77
NJ1511001,4.3524933,3.2708759,3.2708759,4.3524933,7.6233692
NJ1511002,5.1074996,4.0500002,,5.1074996,9.1574993
NJ1511003,,,,,
NJ1511004,,,,,
NJ1511005,1.4716666,.79333335,.79333335,1.4716666,2.2649999
NJ1511008,5.5833335,2.2633333,2.2633333,5.2333336,7.8466668
NJ1511009,,1.78,1.78,,1.78
NJ1511010,5.5700002,7.6083336,7.6083336,8.9691658,13.178333
NJ1511011,,,,,
NJ1511012,1.83,2.2650001,2.2650001,1.83,4.0950003
NJ1511013,.89499998,1.3416667,1.3416667,.89499998,2.2366667
NJ1511016,,,,,
NJ1511019,,,,,
NJ1511300,8.6466665,7.581111,7.4521317,7.2422328,16.227777
NJ1511303,4.0299997,5.4899998,2.49,4.0299997,9.5199995
NJ1511337,5.9499998,13.16,3.3099999,5.96,19.110001
NJ1511339,,,,,
NJ1511341,,,,,
NJ1511343,2.0999999,,,2.0999999,2.0999999
NJ1511361,,,,,
NJ1511414,,,,,
NJ1511415,8.3999996,10.104,7.2571969,.40000001,18.504
NJ1511416,1.62,2.78,2.78,1.62,4.4000001
NJ1511418,,,,,
NJ1511422,,,,,
NJ1511427,,,,,
NJ1511429,12.477667,23.76,9.5799999,12.477667,36.237667
NJ1512001,5.3713331,2.9783752,2.9783752,3.6415107,8.3497086
NJ1512386,2.4416666,2.7614999,2.7614999,2.4416666,5.2031665
NJ1512388,,,,,
NJ1512443,,,,,
NJ1513001,2.1900001,1.865,1.865,2.1900001,4.0550003
NJ1514001,14.1,7.4000001,46.116665,14.1,21.5
NJ1514002,10.71,22.852222,14.01268,13.28823,33.562222
NJ1514319,,,,,
NJ1514352,,.80000001,.80000001,,.80000001
NJ1515001,3.9641666,.10666667,.10666667,3.9641666,4.0708332
NJ1516001,6.9141378,6.8877778,7.614284,6.7419848,13.801916
NJ1516329,,,,,
NJ1517001,8.6350002,2.3900001,2.3900001,2.7541666,11.025001
NJ1517002,11.49,22.01,17.149166,19.23,33.5
NJ1517003,2.6399999,1.655,1.655,2.6399999,4.2950001
NJ1517004,3.5466666,4.5250001,4.5250001,3.5466666,8.0716667
NJ1517005,6.6849999,11.56,2.8599999,5.5650001,18.245001
NJ1517006,2.5599999,5.2600002,4.5066667,2.5599999,7.8200002
NJ1518001,5.3249998,5.9749999,3.0079999,4.842,11.299999
NJ1518002,5.4099998,4.7116666,4.7116666,1.6949999,10.121666
NJ1518003,6.6125002,10.766666,5.4146667,7.479167,17.379166
NJ1518004,2.2686386,3.2952099,3.2952099,2.2686386,5.5638485
NJ1518005,1.8449178,6.0949998,4.8191481,1.8449178,7.9399176
NJ1518010,,.22,.22,,.22
NJ1518011,0,7.4400001,5.0299997,,7.4400001
NJ1518311,,,,,
NJ1518328,,,,,
NJ1520001,5.5019999,8.1383333,8.1256723,5.6368208,13.640333
NJ1520316,,,,,
NJ1521001,4.8006668,5.5999999,2.7513332,4.8006668,10.400667
NJ1522001,3.2266667,2.4905,2.4905,3.2266667,5.7171669
NJ1523001,,,,,
NJ1523002,5.3899999,7.6999998,5.3373337,4.6383333,13.09
NJ1523003,1.8,15.5,9.6916666,1.8,17.299999
NJ1523004,,,,,
NJ1523325,,,,,
NJ1523326,,,,,
NJ1524001,10.779546,22.763334,20.243141,13.14095,33.542881
NJ1525001,16.932501,28.616249,40.874371,20.625397,45.548752
NJ1526001,11.971666,17.577499,8.3153334,11.971666,29.549166
NJ1527001,5.9000001,11.133333,6.0848927,5.3753338,17.033333
NJ1528001,4.5,1.1900001,1.1900001,4.5,5.6900001
NJ1530001,.89999998,.28,.28,.89999998,1.1799999
NJ1530003,7.96,4.6100001,4.6100001,1.9649999,12.57
NJ1530004,5.6399999,2.4568486,2.4568486,2.7646055,8.0968485
NJ1530005,3.4746664,3.3416667,3.3416667,3.4746664,6.8163328
NJ1530375,,3.4100001,3.4100001,,3.4100001
NJ1531001,6.1882219,1.4595001,1.4595001,6.1882219,7.6477222
NJ1532002,3.54,18.200001,13.2,3.54,21.740002
NJ1533001,2.3234251,2.6741109,2.6741109,2.3234251,4.9975357
NJ1533002,,5.3000002,5.0666666,,5.3000002
NJ1601001,14.084444,64.690002,59.473366,23.570238,78.774445
NJ1602301,,.99333334,.99333334,,.99333334
NJ1602309,,,,,
NJ1603001,22.688749,47.818748,54.384262,22.52247,70.5075
NJ1603304,,,,,
NJ1604001,1.5910708,10.154118,5.6034956,1.5910708,11.745189
NJ1605001,29.558332,50.452942,56.356319,25.556255,80.011276
NJ1605002,23.726894,41.88245,39.236214,23.769995,65.609344
NJ1605303,,.097000003,.097000003,,.097000003
NJ1606301,,,,,
NJ1606307,,.12133333,.12133333,,.12133333
NJ1609001,.026086956,1.7337022,1.7337022,.026086956,1.7597891
NJ1611002,7.8074999,16.850624,18.052,4.2091665,24.658123
NJ1611300,,,,,
NJ1611301,,.347,.347,,.347
NJ1611303,,,,,
NJ1611317,,,,,
NJ1611318,,,,,
NJ1611319,,,,,
NJ1612001,17.013845,38.732582,37.581856,16.679651,55.746429
NJ1613001,34.265614,48.294167,48.949219,31.54561,82.559784
NJ1613002,1.662493,12.316842,12.174065,1.662493,13.979335
NJ1614001,26.485001,60.04871,57.390743,28.716936,86.533707
NJ1614314,,.60000002,.60000002,,.60000002
NJ1615001,0,6.9699998,1.7984999,,6.9699998
NJ1615002,,2.8399999,2.8399999,,2.8399999
NJ1615003,40.188889,70.683571,63.116112,40.087635,110.87246
NJ1615006,.88999999,,,.88999999,.88999999
NJ1615008,3.0799999,5.7566667,4.127667,3.0799999,8.8366661
NJ1615009,1,.264,.264,1,1.2639999
NJ1615012,0,2.5125,2.5125,,2.5125
NJ1615014,0,.77999997,,,.77999997
NJ1615016,1.6,13.74,5.5602856,,15.34
NJ1615017,,.096666664,.096666664,,.096666664
NJ1615018,0,6.7133331,5.0743332,,6.7133331
NJ1615020,.47999999,6.1466665,6.1466665,,6.6266665
NJ1615022,,,,,
NJ1615323,,,,,
NJ1615324,,,,,
NJ1615325,,,,,
NJ1615326,,,,,
NJ1615327,,,,,
NJ1615329,,,,,
NJ1615330,,,,,
NJ1615333,,,,,
NJ1615334,,,,,
NJ1615335,,.141,.141,,.141
NJ1615340,,,,,
NJ1615342,,3.1500001,3.1500001,,3.1500001
NJ1615344,,,,,
NJ1615384,0,.31400001,.31400001,,.31400001
NJ1615386,,,,,
NJ1615391,0,1.9400001,1.9400001,,1.9400001
NJ1615395,,,,,
NJ1615423,,,,,
NJ1615424,,,,,
NJ1615425,,,,,
NJ1615427,,,,,
NJ1615449,,,,,
NJ1616001,25,70.185715,63.783283,23.220667,95.185715
NJ1701301,,,,,
NJ1701302,0,,,,0
NJ1702001,.14428571,.89733332,.89733332,,1.0416191
NJ1703306,,,,,
NJ1704001,,2.55,2.55,,2.55
NJ1704300,,,,,
NJ1704302,,,,,
NJ1704306,,,,,
NJ1704313,,,,,
NJ1704317,,,,,
NJ1705301,,,,,
NJ1705306,,,,,
NJ1706001,1.3033333,5.5574999,2.0149999,1.3033333,6.8608332
NJ1706300,6.566,21.245001,18.157499,6.6900001,27.811001
NJ1706303,19.333334,28.736,44.138618,23.285715,48.069336
NJ1707001,3.3207111,19.066111,19.69054,3.3207111,22.386822
NJ1708001,2.1636407,12.224117,9.1064463,2.1636407,14.387758
NJ1708300,16.814285,50.011112,50.922222,25.395237,66.825394
NJ1709320,,,,,
NJ1709328,,,,,
NJ1710001,,3.4200001,3.4200001,,3.4200001
NJ1710002,,3.5333333,3.5333333,,3.5333333
NJ1710003,,.18285714,.18285714,,.18285714
NJ1710006,,,,,
NJ1710007,,,,,
NJ1710301,,,,,
NJ1710303,,,,,
NJ1710304,0,.69999999,,,.69999999
NJ1710305,,,,,
NJ1710323,,,,,
NJ1710328,,.16,.16,,.16
NJ1710339,,.5,.5,,.5
NJ1710340,,,,,
NJ1710343,,.046666667,.046666667,,.046666667
NJ1711301,,,,,
NJ1712001,8.2824001,30.381666,33.024918,6.8689647,38.664066
NJ1713001,,,,,
NJ1714001,,.07,.07,,.07
NJ1714003,1.7,5.0500002,7.1929998,1.7,6.75
NJ1714300,,,,,
NJ1714302,,,,,
NJ1714303,,.30500001,.30500001,,.30500001
NJ1714316,,.1,.1,,.1
NJ1715001,5.1929998,47.799999,34.499168,5.7654667,52.993
NJ1715300,,,,,
NJ1801307,,,,,
NJ1801308,,,,,
NJ1801310,,,,,
NJ1802309,,,,,
NJ1802312,,,,,
NJ1802313,,,,,
NJ1803002,4.6999998,1.9583334,1.9583334,,6.6583333
NJ1803304,,3,3,,3
NJ1803305,,,,,
NJ1805311,,,,,
NJ1805312,,,,,
NJ1805364,,,,,
NJ1805376,,,,,
NJ1805390,,,,,
NJ1806309,,,,,
NJ1806329,,,,,
NJ1806336,,,,,
NJ1806357,,,,,
NJ1808001,13.326154,27.735001,23.262688,16.065737,41.061153
NJ1808312,,,,,
NJ1808313,,,,,
NJ1808318,,,,,
NJ1808341,,.2,.2,,.2
NJ1808358,,,,,
NJ1808361,,,,,
NJ1810309,,,,,
NJ1810315,,,,,
NJ1810316,,,,,
NJ1810330,,,,,
NJ1810339,,,,,
NJ1810343,,,,,
NJ1810349,,,,,
NJ1810350,,,,,
NJ1813303,,,,,
NJ1813307,,,,,
NJ1813315,,,,,
NJ1813318,,,,,
NJ1815300,,,,,
NJ1817001,0,.66450006,.66450006,,.66450006
NJ1818320,,,,,
NJ1820300,,,,,
NJ1901001,.95999998,1.9,1.9,.95999998,2.8599999
NJ1902003,4.1399999,.84809524,.84809524,4.1399999,4.9880953
NJ1902004,0,1.4000001,1.4000001,,1.4000001
NJ1902005,0,7.9013929,7.9013929,,7.9013929
NJ1902007,3.0999999,.82366669,.82366669,,3.9236665
NJ1902008,.19,.85249996,.85249996,.19,1.0425
NJ1902009,.3215,1.5233333,1.5233333,.3215,1.8448334
NJ1902304,1.3,.2,.2,,1.5
NJ1902327,,,,,
NJ1902346,4.5149999,22.1,4.8359523,4.5149999,26.615
NJ1902353,,,,,
NJ1902360,,.69,.69,,.69
NJ1902361,,,,,
NJ1902363,,,,,
NJ1902366,,,,,
NJ1903001,3.4900002,14.5,15.25,3.4900002,17.99
NJ1904001,.066249996,.44142857,.44142857,.066249996,.50767857
NJ1904002,2.8322668,6.3086667,6.3086667,2.8322668,9.140934
NJ1904003,1.825,6.8099999,6.7791662,1.825,8.6350002
NJ1904004,1.3099999,1.88,1.88,1.3099999,3.1900001
NJ1904006,9,12.266666,12.266666,1.2,21.266666
NJ1904007,,,,,
NJ1904008,,,,,
NJ1904009,1.7426666,6.8000002,6.5253334,1.7426666,8.5426664
NJ1904300,,,,,
NJ1904302,2.8899999,7.9958334,7.9958334,2.8899999,10.885834
NJ1904309,,,,,
NJ1904311,,,,,
NJ1904320,,,,,
NJ1904353,,,,,
NJ1904357,.5,9.9933329,9.4539995,.5,10.493333
NJ1904364,,,,,
NJ1905002,2,4.2833333,4.2833333,2,6.2833333
NJ1905004,1.595,1.275,1.275,,2.8699999
NJ1905301,,,,,
NJ1905309,.91000003,.69999999,.69999999,.91000003,1.61
NJ1905328,,1.5,1.5,,1.5
NJ1905336,1.64,14.38,11.675,1.64,16.02
NJ1905340,,,,,
NJ1905350,,,,,
NJ1905351,,,,,
NJ1906001,0,1.76,,,1.76
NJ1906002,0,2.6000001,2.6000001,,2.6000001
NJ1906309,,,,,
NJ1906313,,,,,
NJ1906315,,,,,
NJ1907001,0,.69999999,.69999999,,.69999999
NJ1907002,7.6333332,14.8,23.050001,7.8500004,22.433334
NJ1907301,0,1.7825,1.7825,,1.7825
NJ1908001,3.5171797,6.0999999,8.0671434,3.5171797,9.6171799
NJ1908315,,,,,
NJ1908322,,,,,
NJ1908325,,,,,
NJ1909001,0,1.5147618,1.5147618,,1.5147618
NJ1910002,,.57766664,.57766664,,.57766664
NJ1910003,6.0380001,7,9.399333,6.0380001,13.038
NJ1910302,.55000001,.88749999,.88749999,.55000001,1.4375
NJ1910305,.67500001,.64099997,.64099997,,1.316
NJ1910308,,,,,
NJ1910313,,,,,
NJ1910316,,,,,
NJ1910321,17.333334,,,,17.333334
NJ1910322,,1650,1650,,1650
NJ1910324,,,,,
NJ1910326,,4.5,4.5,,4.5
NJ1910327,3.247,5.4000001,3.6500001,3.247,8.6470003
NJ1910328,,,,,
NJ1910332,,,,,
NJ1910334,,,,,
NJ1910337,,.39166665,.39166665,,.39166665
NJ1910340,1.2950001,5.1999998,3.9341667,1.2950001,6.4949999
NJ1910342,,,,,
NJ1910344,,,,,
NJ1911001,9.8500004,6.3249998,12.7375,1.8744762,16.174999
NJ1911002,.5,2.01,2.01,.5,2.51
NJ1911003,2.2542858,2.8437998,2.8437998,2.2542858,5.0980854
NJ1911004,1.9400001,6.5999999,3.3000002,1.9400001,8.54
NJ1911005,1.6,11.562666,11.562666,1.6,13.162666
NJ1911006,.8416667,.97589278,.97589278,.8416667,1.8175595
NJ1911300,.42500001,7.1599998,7.1599998,.42500001,7.585
NJ1911302,,,,,
NJ1911326,,,,,
NJ1911333,,,,,
NJ1911343,,.94,.94,,.94
NJ1911345,,,,,
NJ1911346,,,,,
NJ1911347,,,,,
NJ1911348,,,,,
NJ1911353,,,,,
NJ1911354,,,,,
NJ1912001,3.5971966,16.254,8.3615665,3.5971966,19.851196
NJ1912007,,2.3199999,2.3199999,,2.3199999
NJ1912300,2.5650001,6.7303333,6.7303333,,9.2953339
NJ1912322,,,,,
NJ1912329,,,,,
NJ1913302,,,,,
NJ1913304,,,,,
NJ1913306,,,,,
NJ1913312,4.3000002,14.71,2.51,4.3000002,19.01
NJ1913318,,,,,
NJ1914002,.67000002,1.7486117,1.7486117,.67000002,2.4186118
NJ1914300,,,,,
NJ1914302,,.56,.56,,.56
NJ1914303,,0,,,0
NJ1915001,42.413685,56.857895,53.947792,42.954288,99.271576
NJ1916001,3.0816665,2.3599999,2.3599999,3.0816665,5.4416666
NJ1917300,,0,,,0
NJ1917321,6.4905,1.3050001,1.3050001,6.4905,7.7954998
NJ1918003,.88,7.75,4.9383335,.88,8.6300001
NJ1918004,2.984273,12.258,10.423793,2.984273,15.242273
NJ1918013,3.9100001,7,6.1000004,3.9100001,10.91
NJ1918303,,55.029999,5.4199996,,55.029999
NJ1918304,1.46,6.0300002,1.0599999,,7.4900002
NJ1918309,,,,,
NJ1918310,,.14399999,.14399999,,.14399999
NJ1918312,,,,,
NJ1918317,0,1.0799999,1.0799999,,1.0799999
NJ1918340,,,,,
NJ1918345,,,,,
NJ1918350,,,,,
NJ1918351,,,,,
NJ1918352,,,,,
NJ1919001,.69999999,13.233334,2.8839285,.69999999,13.933333
NJ1920001,5.8200002,14.15,5.4770784,8.5944996,19.969999
NJ1920317,.11,,,.11,.11
NJ1921001,29.299999,57.389999,53.464787,27.73,86.690002
NJ1922001,4.7666664,5.9375,7.2690001,4.7666664,10.704166
NJ1922004,0,.861,.861,,.861
NJ1922005,.80000001,.64999998,.64999998,,1.45
NJ1922006,0,5.4949999,5.4949999,,5.4949999
NJ1922007,,3.3,3.3,,3.3
NJ1922008,1.1166667,4.0346665,4.0346665,1.1166667,5.1513333
NJ1922009,1.2,2.0999999,2.0999999,,3.3
NJ1922010,2.5,1.925,1.925,2.5,4.4250002
NJ1922011,2.7,7.7858334,7.7858334,2.7,10.485833
NJ1922012,2.55,14.617,14.617,,17.167
NJ1922013,,12.608334,12.608334,,12.608334
NJ1922015,2.2,5,2.5220001,,7.1999998
NJ1922017,1.13,49.099998,4.5349998,1.13,50.23
NJ1922021,,8.3000002,,,8.3000002
NJ1922022,0,7.6003332,7.6003332,,7.6003332
NJ1922026,1.3325,4.6589999,4.6589999,1.3325,5.9914999
NJ1922027,2.4200001,20.719999,20.719999,,23.139999
NJ1922028,,,,,
NJ1922300,6.2016668,20.344999,11.031666,6.2016668,26.546665
NJ1922305,2.7049999,8.2016668,8.2016668,2.7049999,10.906667
NJ1922311,,,,,
NJ1922314,,,,,
NJ1922315,14.7845,16.9,13.043999,14.7845,31.6845
NJ1922318,,,,,
NJ1922325,,,,,
NJ1922346,,,,,
NJ1922350,4.0500002,1.8499999,1.8499999,,5.9000001
NJ1922355,,,,,
NJ1922371,,,,,
NJ1922382,,,,,
NJ1922398,,.155,.155,,.155
NJ1922400,,,,,
NJ1924002,5.9524999,10.1,9.2624998,6.4274998,16.0525
NJ1924003,0,.57104999,.57104999,,.57104999
NJ1924004,7.0700002,5.0999999,9.6000004,2.29,12.17
NJ1924006,,,,,
NJ1924316,3.7,3.4566665,3.4566665,,7.1566668
NJ1924318,7.6634998,7.6933336,7.6933336,7.75,15.356833
NJ1924321,.16500001,6.1166663,6.1166663,.16500001,6.2816663
NJ1924326,,15.85,2.0283332,,15.85
NJ1924329,,,,,
NJ1924346,,,,,
NJ1924350,3,1.29,1.29,3,4.29
NJ1924353,,,,,
NJ1924362,,,,,
NJ2004001,31.327587,43.064705,42.643333,25.061092,74.392288
NJ2004002,16.089682,30.803007,33.456913,16.111425,46.892689
NJ2013001,15.54,52.895,32.653748,16.955162,68.434998
NJ2016300,,.55000001,.55000001,,.55000001
NJ2021001,14.3725,22.799999,19.449999,9.6292858,37.172501
NJ2101001,1.9660001,5.5650001,7.3890004,1.9660001,7.5310001
NJ2101314,,1.1,1.1,,1.1
NJ2101315,,,,,
NJ2102001,.93466663,1.6174488,1.6174488,.93466663,2.5521154
NJ2103001,1.49,40.033333,31.083332,1.49,41.523335
NJ2103002,,6,6,,6
NJ2103307,34.046665,18.719999,76.638329,28.203333,52.766663
NJ2104001,.99233329,4.2633333,4.2633333,.99233329,5.2556667
NJ2104302,.69999999,8.7733335,12.984571,.69999999,9.4733334
NJ2104305,,,,,
NJ2104334,,,,,
NJ2104337,,,,,
NJ2104344,.81,7.9000001,.41,.81,8.71
NJ2105326,,,,,
NJ2106304,1.13,3.9225001,3.9225001,1.13,5.0525002
NJ2106307,0,24.469999,5.2533331,,24.469999
NJ2106309,,,,,
NJ2106319,,,,,
NJ2107312,,,,,
NJ2107315,,,,,
NJ2107319,,,,,
NJ2108001,1.8322729,5.5193548,6.6860986,1.8322729,7.3516278
NJ2109300,2.1825001,19.450001,2.859,2.1825001,21.632502
NJ2110001,2.1333332,10.7,9.8466663,2.1333332,12.833333
NJ2110003,1.1,2.175,2.175,,3.2750001
NJ2110300,,,,,
NJ2110302,,,,,
NJ2110304,,.079999998,.079999998,,.079999998
NJ2111300,,,,,
NJ2112001,,9.6000004,3.5866666,,9.6000004
NJ2112002,,7.25,3.4666667,,7.25
NJ2112305,,,,,
NJ2112324,,,,,
NJ2112328,,,,,
NJ2113002,,,,,
NJ2113003,,,,,
NJ2113301,,,,,
NJ2113303,,,,,
NJ2113322,0,0,,,0
NJ2113344,,,,,
NJ2114309,,,,,
NJ2115315,,.12,.12,,.12
NJ2116002,,.033333335,.033333335,,.033333335
NJ2116003,8.4899998,19.4,18.025,8.4899998,27.889999
NJ2116004,0,0,,,0
NJ2116303,,,,,
NJ2116304,,,,,
NJ2116305,,,,,
NJ2116325,,,,,
NJ2116341,,,,,
NJ2116342,,,,,
NJ2117002,,,,,
NJ2117003,.11566667,.51999998,.51999998,,.63566667
NJ2119001,8.4074078,22.306667,22.494516,7.4869142,30.714075
NJ2119303,1.1,2.49,2.49,1.1,3.5900002
NJ2120001,1.05,3.2,3.2,1.05,4.25
NJ2120002,1,38.849998,3.3733332,,39.849998
NJ2121001,.69801283,4.8132071,4.8132071,.69801283,5.51122
NJ2122320,,,,,
NJ2122326,,,,,
NJ2123002,1.99,3.9333334,3.9333334,,5.9233332
NJ2123003,.32499999,,,.32499999,.32499999
NJ2123300,,,,,
NJ2123310,,,,,
NJ2123322,.76999998,1.8399999,1.8399999,.76999998,2.6099999
NJ2123329,,,,,
NJ2123334,16.137501,49.971668,47.046669,28.139999,66.109169
NJ2123335,,,,,
NJ2123344,,,,,
NM3500101,1.3,18.25,1.2,1.3,19.549999
NM3500104,10.95,73.900002,40.626667,3.3,84.849998
NM3500109,1.9,8.375,7.0500002,1.9,10.275
NM3500112,4.1350002,.059999999,.059999999,4.1350002,4.1950002
NM3500115,.41683334,.745,.745,.41683334,1.1618333
NM3500119,,,,,
NM3500120,,,,,
NM3500121,,,,,
NM3500123,,,,,
NM3500129,,,,,
NM3500130,,,,,
NM3500131,,2.21,2.21,,2.21
NM3500132,1.293,.88999999,,1.293,2.1830001
NM3500202,,,,,
NM3500214,4.0999999,12.1,3.8,4.0999999,16.200001
NM3500219,1,.12,.12,,1.12
NM3500221,,.68000001,,,.68000001
NM3500224,9.6999998,38.400002,,9.6999998,48.100002
NM3500232,,.90999997,.90999997,,.90999997
NM3500305,1.11,,,,1.11
NM3500309,2,,,2,2
NM3500318,,,,,
NM3500321,3.7579999,3.6700001,3.6700001,3.7579999,7.428
NM3500323,,0,,,0
NM3500324,,,,,
NM3500326,,3,,,3
NM3500332,,0,,,0
NM3500418,,0,,,0
NM3500423,,,,,
NM3500430,.49200001,,,.49200001,.49200001
NM3500432,.333,,,.333,.333
NM3500501,,.17333333,.17333333,,.17333333
NM3500507,,.80000001,,,.80000001
NM3500525,1.3,,,,1.3
NM3500532,,0,,,0
NM3500601,,31.66,,,31.66
NM3500607,0,,,,0
NM3500609,,,,,
NM3500613,,,,,
NM3500623,,.38999999,.38999999,,.38999999
NM3500624,,,,,
NM3500625,,,,,
NM3500626,,,,,
NM3500701,,,,,
NM3500707,,20.309999,1.0599999,,20.309999
NM3500721,,,,,
NM3500728,0,,,,0
NM3500801,,3.5999999,,,3.5999999
NM3500803,,14.2,14.2,,14.2
NM3500807,,9.3199997,9.3199997,,9.3199997
NM3500821,,0,,,0
NM3500825,5.8499999,,,5.8499999,5.8499999
NM3500826,10.956,30.567142,18.521,7.98,41.523144
NM3500902,,,,,
NM3500914,,,,,
NM3500917,.145,20,4.2600002,.145,20.145
NM3500921,,.19,.19,,.19
NM3500923,,,,,
NM3500926,,18.299999,7.5999999,,18.299999
NM3500930,.55699998,,,.55699998,.55699998
NM3501001,,,,,
NM3501013,,2.4000001,2.4000001,,2.4000001
NM3501021,15.901,21.16,17.625,26.551001,37.061001
NM3501024,3.822,30,,3.822,33.821999
NM3501029,,,,,
NM3501107,,,,,
NM3501129,,.34999999,.34999999,,.34999999
NM3501221,.25400001,,,.25400001,.25400001
NM3501223,1.9,2.2,2.2,,4.0999999
NM3501225,,,,,
NM3501226,,0,,,0
NM3501232,,0,,,0
NM3501301,2.3,6.79,3.115,,9.0900002
NM3501319,.74800003,,,.74800003,.74800003
NM3501321,,4.23,4.23,,4.23
NM3501421,1.159,,,1.159,1.159
NM3501523,,,,,
NM3501621,.65700001,0,,.65700001,.65700001
NM3501626,,12.5,,,12.5
NM3501821,6.0809999,.13,.13,2.849,6.211
NM3501823,,.25,.25,,.25
NM3501901,.28099999,,,.28099999,.28099999
NM3501921,2.15675,5.7249999,3.5371428,2.15675,7.8817501
NM3502023,,,,,
NM3502121,8,8.0100002,8.0100002,6.5279999,16.01
NM3502201,,,,,
NM3502221,.44299999,,,.44299999,.44299999
NM3502401,,15,,,15
NM3502407,2.9166667,10.340584,10.340584,2.9166667,13.257251
NM3502421,,1.6,,,1.6
NM3502426,,1.23,1.23,,1.23
NM3502701,,8.3100004,4.4400001,,8.3100004
NM3502721,36.656502,113,83.25,,149.65649
NM3502801,,23.190001,20.389999,,23.190001
NM3502921,,0,,,0
NM3503221,1.101,,,1.101,1.101
NM3503321,1.931,11.58,,1.931,13.511
NM3503421,,,,,
NM3503521,2.283,4.5799999,4.5799999,2.283,6.8629999
NM3503926,0,,,,0
NM3504021,5,1,1,1.689,6
NM3504126,7.8499999,,,7.8499999,7.8499999
NM3504226,,,,,
NM3504526,0,,,,0
NM3504626,1.4,20.950001,7.4099998,,22.35
NM3504826,3.3669999,7.25,7.25,3.3669999,10.617
NM3504926,,,,,
NM3505126,9.8826542,39.834999,29.604773,9.2625065,49.717651
NM3505226,,0,,,0
NM3505529,.31999999,.68000001,.68000001,.31999999,1
NM3505629,.52349997,1.0650001,,.52349997,1.5885
NM3505829,.89999998,,,.89999998,.89999998
NM3506329,.51499999,,,.51499999,.51499999
NM3506621,,.23999999,.23999999,,.23999999
NM3506729,.88999999,0,,.88999999,.88999999
NM3507129,,,,,
NM3507229,,,,,
NM3507329,,.40000001,.40000001,,.40000001
NM3507529,.097666666,1.4433334,1.4433334,.097666666,1.541
NM3507629,.1235,.2,.2,.1235,.32350001
NM3507829,,,,,
NM3507929,,,,,
NM3508029,,1.15,1.15,,1.15
NM3508129,,,,,
NM3508217,,0,,,0
NM3508317,4,9.3000002,9.3000002,,13.3
NM3508517,2.1819999,6.9000001,6.9000001,,9.0819998
NM3508717,,,,,
NM3508817,,.5,,,.5
NM3508923,,1.51,,,1.51
NM3509023,4.6999998,,,,4.6999998
NM3509123,,.17,.17,,.17
NM3509223,19.65,2.0699999,2.0699999,19.65,21.719999
NM3509232,1.6210001,6.6999998,3.9300001,1.6210001,8.3210001
NM3509323,0,.11333333,.11333333,,.11333333
NM3509423,,,,,
NM3509523,,.40000001,.40000001,,.40000001
NM3509623,.30659997,9.5072727,2.3722222,.30659997,9.8138723
NM3509723,22.475,44.744999,44.744999,12.118,67.220001
NM3509824,23.540001,45.801998,38.158085,28.540142,69.341995
NM3509924,27.530001,15.27,9.2350006,28.978003,42.800003
NM3510005,1.5,,,,1.5
NM3510012,,,,,
NM3510016,,.73000002,,,.73000002
NM3510018,,0,,,0
NM3510019,1.705,.85699999,.85699999,,2.562
NM3510024,,4.8000002,,,4.8000002
NM3510026,,,,,
NM3510027,,.25,.25,,.25
NM3510029,1.177,,,1.177,1.177
NM3510104,,,,,
NM3510117,,3.6500001,3.6500001,,3.6500001
NM3510119,.78799999,2.3099999,2.3099999,.78799999,3.098
NM3510120,5.9400001,,,,5.9400001
NM3510124,48.249001,81.756668,59.548336,33.685501,130.00568
