pwsid,haa5,haa5_syr3,haa5_syr4,tthm,tthm_syr3,tthm_syr4,combined_dbp,combined_dbp_syr3,combined_dbp_syr4
055294503,3.5999999,5.6999998,1.5,1.1,0,1.1,4.6999998,5.6999998,2.5999999
055294506,2,2,0,4,6.5999999,1.4,6,8.6000004,1.4
055294701,0,0,0,.39500001,.39500001,0,.39500001,.39500001,0
055294702,.248,.248,0,0,0,0,.248,.248,0
055294703,0,0,0,0,0,0,0,0,0
055294704,0,0,0,13,0,13,13,0,13
055294705,.79500002,0,.79500002,0,0,0,.79500002,0,.79500002
055294708,0,0,0,1.4400001,0,1.4400001,1.4400001,0,1.4400001
055294801,76.366669,0,76.366669,231,0,231,307.36667,0,307.36667
055294802,0,0,0,35.700001,0,35.700001,35.700001,0,35.700001
055294803,8.1333332,0,12.2,5.5999999,0,5.5999999,13.733334,0,17.799999
055295001,0,0,0,0,0,0,0,0,0
055295003,8.3999996,0,8.3999996,15.2,15.2,0,23.599998,15.2,8.3999996
055295011,.44,.44,0,7.1633334,0,7.1633334,7.6033335,.44,7.1633334
055295012,1.35,1.35,0,2.71,0,2.71,4.0599999,1.35,2.71
055295013,2.3,0,2.3,2.8,2.8,0,5.0999999,2.8,2.3
055295015,13.6,0,13.6,0,0,0,13.6,0,13.6
055295016,1.6,0,1.6,1.855,2.5,1.21,3.4549999,2.5,2.8099999
055295102,3.9666667,3.4000001,4.25,0,0,0,3.9666667,3.4000001,4.25
055295103,2.4000001,2.8,2,0,0,0,2.4000001,2.8,2
055295104,.44,.44,0,0,0,0,.44,.44,0
055295201,0,0,0,3.9000001,3.9000001,0,3.9000001,3.9000001,0
055295205,.79333335,0,1.1900001,3.7,2.3,4.4000001,4.4933333,2.3,5.5900002
055295206,0,0,0,1.05,1.05,0,1.05,1.05,0
055295207,0,0,0,2.5999999,0,2.5999999,2.5999999,0,2.5999999
055295301,0,0,0,4.3000002,0,4.3000002,4.3000002,0,4.3000002
055295302,0,0,0,0,0,0,0,0,0
055295310,0,0,0,0,0,0,0,0,0
055295401,4.9499998,9.6999998,.2,10.366667,0,10.366667,15.316667,9.6999998,10.566667
055295405,0,0,0,4.9499998,4.9499998,0,4.9499998,4.9499998,0
055295501,0,0,0,3.4000001,3.4000001,0,3.4000001,3.4000001,0
055295503,0,0,0,0,0,0,0,0,0
055295505,0,0,0,.48500001,.48500001,0,.48500001,.48500001,0
055295507,0,0,0,0,0,0,0,0,0
055295508,1.415,0,1.415,2.9000001,0,2.9000001,4.3150001,0,4.3150001
055295509,0,0,0,3,0,3,3,0,3
055295510,3.5999999,0,3.5999999,4.0349998,0,4.0349998,7.6349998,0,7.6349998
055295601,.61400002,.36000001,.67750001,4.6500001,0,4.6500001,5.2639999,.36000001,5.3275003
055295703,0,0,0,7,0,7,7,0,7
055295704,5.9000001,0,5.9000001,16.1,17.950001,12.4,22,17.950001,18.299999
055295706,5.8000002,0,5.8000002,0,0,0,5.8000002,0,5.8000002
055295901,0,0,0,0,0,0,0,0,0
055295902,0,0,0,7.5999999,7.5999999,0,7.5999999,7.5999999,0
061000101,0,0,1.35,0,0,0,0,0,1.35
061000102,0,0,0,0,0,2.325,0,0,2.325
061020808,7.3533335,0,7.3533335,40.799999,0,40.799999,48.153332,0,48.153332
061620001,15.28,0,15.28,38.299999,0,38.299999,53.579998,0,53.579998
061620002,6.2033334,0,6.2033334,0,0,41.239998,6.2033334,0,47.443333
061800001,0,0,13.3125,0,0,38.480003,0,0,51.792503
061870043,2.8699999,0,2.8699999,0,0,13.440001,2.8699999,0,16.310001
061870124,1.9,0,2,32,0,32,33.900002,0,34
062000905,8.46,0,8.46,0,0,18.243332,8.46,0,26.703331
062001458,0,0,1.11,2.4400001,0,2.4400001,2.4400001,0,3.5500002
062002156,0,0,0,5.0799999,0,5.0799999,5.0799999,0,5.0799999
062004108,0,0,1.22,0,0,7.7950001,0,0,9.0150003
062004183,0,0,5.3800001,0,0,11.055,0,0,16.435001
062004193,9.0799999,0,9.0799999,22.9,0,22.9,31.98,0,31.98
062004336,0,0,0,0,0,5.0999999,0,0,5.0999999
062005838,.53333336,0,.53333336,0,0,.66000003,.53333336,0,1.1933334
062005840,.69999999,0,3.7249999,4.3333335,0,4.3333335,5.0333333,0,8.0583334
062005883,0,0,0,0,0,1.1799999,0,0,1.1799999
063006122,35.209999,0,35.209999,89.845451,0,89.845451,125.05545,0,125.05545
063500006,37.066666,0,37.066666,27.120001,0,27.120001,64.186668,0,64.186668
063500007,0,0,0,0,0,0,0,0,0
063500008,0,0,0,0,0,4.79,0,0,4.79
063500108,0,0,0,0,0,0,0,0,0
063500110,10.126,0,10.126,76.23333,0,76.23333,86.359329,0,86.359329
063500113,0,0,0,0,0,.71100003,0,0,.71100003
063500114,7.2800002,0,7.2800002,47,0,47,54.279999,0,54.279999
063500116,0,0,0,1.4400001,0,1.4400001,1.4400001,0,1.4400001
063500119,0,0,0,0,0,0,0,0,0
063500120,.54000002,0,.67500001,0,0,4.98,.54000002,0,5.6550002
063500122,0,0,1.98,1.515,0,.82133329,1.515,0,2.8013334
063500123,0,0,0,0,0,0,0,0,0
063500166,0,0,0,.79299998,0,.79299998,.79299998,0,.79299998
063500191,0,0,0,0,0,0,0,0,0
063501001,0,0,0,6.0900002,0,6.0900002,6.0900002,0,6.0900002
063501100,1.05,0,1.05,0,0,5.1799998,1.05,0,6.2299995
063501109,0,0,.56,6.5599999,0,6.5599999,6.5599999,0,7.1199999
063501111,0,0,0,0,0,.35949999,0,0,.35949999
063501117,0,0,0,0,0,2.665,0,0,2.665
063501122,0,0,0,1.518,0,1.518,1.518,0,1.518
063501124,0,0,0,0,0,1.45,0,0,1.45
063501133,1.0599999,0,1.0599999,0,0,0,1.0599999,0,1.0599999
063501160,0,0,0,0,0,5.5300002,0,0,5.5300002
063501233,.41999999,0,.41999999,0,0,.38499999,.41999999,0,.80499995
063502084,0,0,0,0,0,0,0,0,0
063502111,2.6199999,0,2.6199999,9.166667,0,9.166667,11.786667,0,11.786667
063502233,1.78,0,1.78,2.0699999,0,2.0699999,3.8499999,0,3.8499999
063503013,0,0,0,0,0,0,0,0,0
063503107,0,0,0,0,0,13.079,0,0,13.079
063503109,6.4200001,0,6.4200001,35.900002,0,35.900002,42.32,0,42.32
063503111,3.7266667,0,3.7266667,21.4,0,21.4,25.126667,0,25.126667
063503115,0,0,0,0,0,0,0,0,0
063503117,0,0,0,25.333334,0,25.333334,25.333334,0,25.333334
063503118,.72000003,0,1.115,7.7800002,0,7.7800002,8.5,0,8.8950005
063503233,0,0,0,0,0,0,0,0,0
063504084,2.6800001,0,2.6800001,0,0,0,2.6800001,0,2.6800001
063504107,0,0,1.39,0,0,9.6716671,0,0,11.061667
063504118,0,0,0,0,0,2.22,0,0,2.22
063504119,0,0,0,0,0,0,0,0,0
063505233,0,0,0,0,0,3.1530001,0,0,3.1530001
063506008,1.35,0,1.35,25.049999,0,25.049999,26.4,0,26.4
063506111,0,0,0,2.5699999,0,2.5699999,2.5699999,0,2.5699999
063506114,0,0,1.89,9.6366663,0,9.6366663,9.6366663,0,11.526667
063506166,0,0,0,0,0,0,0,0,0
063506193,0,0,0,0,0,0,0,0,0
063506233,0,0,0,0,0,0,0,0,0
063509008,0,0,0,0,0,0,0,0,0
063568423,0,0,0,0,0,.91399997,0,0,.91399997
064020001,0,0,0,0,0,15.38,0,0,15.38
064026001,0,0,0,0,0,0,0,0,0
070000002,76.5,0,76.5,82.75,0,82.75,159.25,0,159.25
070000003,0,0,0,7.1999998,0,7.1999998,7.1999998,0,7.1999998
070000004,0,0,0,0,0,0,0,0,0
070000005,.51899999,0,.51899999,0,0,0,.51899999,0,.51899999
070000006,0,0,0,0,0,4.98,0,0,4.98
070000007,6.0749998,0,6.0749998,0,0,9.7299995,6.0749998,0,15.804999
070000008,0,0,0,0,0,0,0,0,0
070000013,16.5,0,16.5,63,0,63,79.5,0,79.5
070000014,0,0,0,49.333332,0,49.333332,49.333332,0,49.333332
070000017,0,0,0,0,0,0,0,0,0
080890010,18.924999,0,18.924999,62.549999,0,62.549999,81.474998,0,81.474998
083090002,1.2,0,1.2,3.3333333,5,1.1800001,4.5333333,5,2.3800001
083090003,0,0,1,0,0,.61000001,0,0,1.61
083090004,0,0,0,0,0,0,0,0,0
083090005,0,0,0,0,0,0,0,0,0
083090007,0,0,0,0,0,0,0,0,0
083090008,0,0,0,33,0,33,33,0,33
083090011,28.483334,.89999998,34,42.799999,44,42,71.283333,44.900002,76
083090012,0,0,0,0,0,11,0,0,11
083090014,0,0,0,0,0,0,0,0,0
083090016,7.0999999,7.0999999,0,0,0,2.3199999,7.0999999,7.0999999,2.3199999
083090021,0,0,0,0,0,0,0,0,0
083090022,0,0,0,0,0,0,0,0,0
083090023,.94,0,.94,.28,0,.285,1.22,0,1.225
083090025,0,0,0,0,0,0,0,0,0
083090026,0,0,0,0,0,0,0,0,0
083090027,.25999999,0,.25999999,0,0,0,.25999999,0,.25999999
083090028,0,0,0,0,0,0,0,0,0
083090029,0,0,0,0,0,0,0,0,0
083090030,0,0,0,0,0,0,0,0,0
083090031,0,0,0,0,0,0,0,0,0
083090032,0,0,0,0,0,0,0,0,0
083090033,0,0,0,0,0,0,0,0,0
083090034,0,0,0,0,0,0,0,0,0
083090037,0,0,0,.66000003,0,.66000003,.66000003,0,.66000003
083090038,0,0,0,0,0,0,0,0,0
083090040,0,0,0,0,0,0,0,0,0
083090041,64.63636,65.285713,63.5,90.333336,83.5,93.75,154.9697,148.78571,157.25
083090044,3.7666667,0,3.7666667,0,0,0,3.7666667,0,3.7666667
083090045,0,0,0,0,0,0,0,0,0
083090047,0,0,0,0,0,0,0,0,0
083090049,0,0,0,.22,.22,0,.22,.22,0
083090050,68,0,68,48.75,0,48.75,116.75,0,116.75
083090051,87,0,87,0,0,51.900002,87,0,138.89999
083090052,19,0,19,0,0,0,19,0,19
083090053,6.8000002,0,6.8000002,0,0,2.5,6.8000002,0,9.3000002
083090057,2.2,0,16,0,0,29,2.2,0,45
083090058,23,0,23,22,0,22,45,0,45
083090061,0,0,5.6999998,17.4,17.4,0,17.4,17.4,5.6999998
083090062,0,0,41.299999,105.5,16,195,105.5,16,236.3
083090063,0,0,0,0,0,.85000002,0,0,.85000002
083090064,0,0,0,5.8000002,0,5.8000002,5.8000002,0,5.8000002
083090066,0,0,0,0,0,0,0,0,0
083090067,0,0,0,10,20,0,10,20,0
083090072,0,0,0,1.6,1.6,0,1.6,1.6,0
083090074,0,0,0,8.5,34,2.5999999,8.5,34,2.5999999
083090075,7.3333335,0,11,10,0,10,17.333334,0,21
083090079,1.1666666,3.5,11,.25,0,.25,1.4166666,3.5,11.25
083090090,30.666666,0,30.666666,19,0,19,49.666664,0,49.666664
083090091,30.299999,0,30.299999,34,1.5,34,64.300003,1.5,64.300003
083090301,0,0,.28999999,0,0,0,0,0,.28999999
083090305,0,0,0,0,0,0,0,0,0
083090309,0,0,0,0,0,0,0,0,0
083090310,0,0,0,1.7,0,1.7,1.7,0,1.7
083090311,0,0,0,0,0,0,0,0,0
083890001,18.868,15.26,19.77,41.386665,50.57,36.794998,60.254665,65.830002,56.564999
083890002,32.040001,39.6875,1.45,73.905716,76.351997,67.790001,105.94572,116.0395,69.239998
083890003,39.07,72.900002,27.793333,82.047501,86.739998,80.48333,121.1175,159.64,108.27666
083890007,17.498751,17.498751,0,55.134998,55.134998,0,72.633751,72.633751,0
083890015,14.95,19.415001,6.02,78.771667,77.264999,79.525002,93.721664,96.68,85.544998
083890023,28.824211,18.540001,33.57077,65.044441,82.480003,58.338463,93.868652,101.02,91.909233
083890025,0,0,0,0,0,0,0,0,0
083890026,0,0,0,16,20.9,11.1,16,20.9,11.1
083890029,5.2049999,0,5.2049999,0,0,0,5.2049999,0,5.2049999
083890030,41.34111,0,41.34111,67.084999,0,67.084999,108.42611,0,108.42611
084690020,4.5,0,4.5,2.47,0,2.47,6.9700003,0,6.9700003
084690021,0,0,0,24.4,0,24.4,24.4,0,24.4
084690022,1.4875,.48333332,4.5,2.3499999,2.7,2,3.8374999,3.1833334,6.5
084690025,15,0,15,35.5,0,35.5,50.5,0,50.5
084690026,17.15,0,17.15,32.25,0,32.25,49.400002,0,49.400002
084690029,15,0,15,0,0,0,15,0,15
084690437,0,0,0,35.099998,0,35.099998,35.099998,0,35.099998
084690439,0,0,0,0,0,0,0,0,0
084690440,28.299999,0,28.299999,56.662498,72.5,40.825001,84.962494,72.5,69.125
084690441,23.747499,24.93,20.200001,35.099998,25.200001,40.049999,58.847496,50.130001,60.25
084690453,.1,.1,0,0,0,0,.1,.1,0
084690460,0,0,0,10.2,0,10.2,10.2,0,10.2
084690461,4.5,0,4.5,0,0,0,4.5,0,4.5
084690462,8.4300003,0,8.4300003,0,0,0,8.4300003,0,8.4300003
084690463,1.5599999,0,1.5599999,2.3699999,0,2.3699999,3.9299998,0,3.9299998
084690466,0,0,0,0,0,0,0,0,0
084690468,16.700001,0,16.700001,0,0,0,16.700001,0,16.700001
084690471,16.9,4,21.200001,33.966667,0,33.966667,50.866669,4,55.166668
084690472,0,0,0,34.700001,0,34.700001,34.700001,0,34.700001
084690474,7.1500001,0,7.1500001,5.5999999,0,5.5999999,12.75,0,12.75
084690475,15,0,15,0,0,0,15,0,15
084690478,4.6900001,0,4.6900001,0,0,0,4.6900001,0,4.6900001
084690480,4.5,0,4.5,4.0599999,0,4.0599999,8.5599995,0,8.5599995
084690498,0,0,0,5.8099999,0,5.8099999,5.8099999,0,5.8099999
084690510,23.74,40.450001,18.17,37.669998,52.900002,30.055,61.409996,93.350006,48.224998
084690512,.56999999,0,.56999999,3.1900001,3.1900001,0,3.76,3.1900001,.56999999
084690516,13.795,0,13.795,15.826667,0,15.826667,29.621666,0,29.621666
084690528,.12666667,.38,0,1.5,1.5,0,1.6266667,1.88,0
084690531,0,0,0,.99000001,.99000001,0,.99000001,.99000001,0
084690532,14.33,0,14.33,0,0,0,14.33,0,14.33
084690534,0,0,0,79.099998,0,79.099998,79.099998,0,79.099998
084990002,0,0,0,15.3,0,15.3,15.3,0,15.3
084990003,1.5,0,1.5,0,0,0,1.5,0,1.5
084990006,0,0,0,1.7,1.7,0,1.7,1.7,0
084990009,7.5,2.5,12.5,13.1,13.1,0,20.6,15.6,12.5
085690002,28.8125,23.5,29.571428,28.377777,37,27.299999,57.190277,60.5,56.871429
085690003,24.501249,28.502001,17.833334,40.787498,49.360001,26.5,65.28875,77.862,44.333336
085690004,.5,0,.5,0,0,2.9000001,.5,0,3.4000001
085690008,0,0,0,3.54,0,3.54,3.54,0,3.54
090400001,0,0,0,0,0,0,0,0,0
090400003,2.2,0,2.2,6.9000001,6.9000001,0,9.1000004,6.9000001,2.2
090400004,0,0,0,.64999998,0,1.3,.64999998,0,1.3
090400005,0,0,0,0,0,0,0,0,0
090400008,0,0,0,0,0,0,0,0,0
090400009,0,0,0,0,0,0,0,0,0
090400013,0,0,0,0,0,0,0,0,0
090400016,2.3,0,2.3,0,0,0,2.3,0,2.3
090400018,2.9000001,2.9000001,0,0,0,0,2.9000001,2.9000001,0
090400019,0,0,0,0,0,0,0,0,0
090400020,0,0,0,0,0,0,0,0,0
090400024,0,0,0,0,0,0,0,0,0
090400026,0,0,0,4.5,4.5,0,4.5,4.5,0
090400027,0,0,0,0,0,0,0,0,0
090400028,0,0,0,0,0,0,0,0,0
090400029,0,0,0,0,0,0,0,0,0
090400032,0,0,0,0,8,0,0,8,0
090400034,0,0,0,.80000001,0,1.6,.80000001,0,1.6
090400035,0,0,0,2.75,2.75,0,2.75,2.75,0
090400036,0,0,0,0,0,0,0,0,0
090400037,0,0,0,0,0,0,0,0,0
090400038,0,0,0,0,0,0,0,0,0
090400040,0,0,0,0,0,0,0,0,0
090400041,0,0,0,.62,0,.62,.62,0,.62
090400042,0,0,0,11.895,1.79,22,11.895,1.79,22
090400047,1.0333333,1.55,0,2.95,2.7,3.2,3.9833333,4.25,3.2
090400051,6.1799998,6.5250001,4.8000002,38.927273,51.75,4.7333331,45.107273,58.275002,9.5333328
090400054,0,0,0,0,0,0,0,0,0
090400057,0,0,0,0,2.0999999,0,0,2.0999999,0
090400058,0,0,0,0,0,0,0,0,0
090400060,0,0,0,2.1833334,1.025,4.5,2.1833334,1.025,4.5
090400063,0,0,0,0,0,0,0,0,0
090400071,0,0,0,68,68,0,68,68,0
090400076,0,0,0,0,0,0,0,0,0
090400086,0,0,0,0,0,0,0,0,0
090400088,8.7749996,8.4571428,11,41.049999,41.049999,0,49.824997,49.507141,11
090400089,0,0,0,0,0,0,0,0,0
090400090,10.822222,.73333335,15.866667,63.875,3.5999999,63.875,74.69722,4.333333,79.741669
090400092,0,0,0,1.6,.5,0,1.6,.5,0
090400094,0,0,0,32,0,32,32,0,32
090400096,0,0,0,0,0,0,0,0,0
090400100,0,0,0,.79000002,.5,0,.79000002,.5,0
090400101,2,0,2,42,0,42,44,0,44
090400102,0,0,0,0,0,0,0,0,0
090400104,6.8000002,0,6.8000002,2.1199999,0,3.1800001,8.9200001,0,9.9800005
090400105,0,0,0,0,0,0,0,0,0
090400106,0,0,0,0,0,0,0,0,0
090400107,0,0,0,0,0,0,0,0,0
090400108,1.25,0,1.25,0,0,0,1.25,0,1.25
090400109,4.3666668,8.2333336,.5,4.0500002,2.0666666,10,8.416667,10.3,10.5
090400110,0,0,0,0,0,0,0,0,0
090400112,0,0,0,0,0,0,0,0,0
090400114,0,0,0,0,0,0,0,0,0
090400116,0,0,0,10.15,11.05,9.25,10.15,11.05,9.25
090400117,3.0999999,3.4000001,2.8,7.7333331,5.5,11.6,10.833333,8.8999996,14.400001
090400118,0,0,0,6.9000001,6.9000001,0,6.9000001,6.9000001,0
090400119,.73333335,0,1.1,2.1500001,4.3000002,0,2.8833334,4.3000002,1.1
090400120,0,0,0,8.1999998,8.1999998,0,8.1999998,8.1999998,0
090400206,0,0,0,0,0,0,0,0,0
090400207,0,0,0,25.799999,25.799999,0,25.799999,25.799999,0
090400208,2.5999999,2.5999999,0,0,0,0,2.5999999,2.5999999,0
090400209,0,0,0,0,0,0,0,0,0
090400215,0,0,0,60,0,60,60,0,60
090400220,0,0,0,0,0,0,0,0,0
090400226,0,0,0,0,0,0,0,0,0
090400227,0,0,0,0,0,0,0,0,0
090400228,0,0,0,8,0,8,8,0,8
090400229,0,0,0,0,0,0,0,0,0
090400231,0,0,0,4.1999998,0,4.1999998,4.1999998,0,4.1999998
090400233,4.6999998,12,1.05,7.9666667,1.3,7.9666667,12.666666,13.3,9.0166664
090400234,4.5999999,4.5999999,0,26.950001,40.700001,13.2,31.550001,45.299999,13.2
090400237,0,0,0,0,0,0,0,0,0
090400239,0,0,0,0,0,0,0,0,0
090400242,0,0,0,0,0,0,0,0,0
090400243,0,0,0,0,0,0,0,0,0
090400244,1.9,1.9,0,0,9.1999998,0,1.9,11.099999,0
090400259,0,0,0,0,0,0,0,0,0
090400260,0,0,0,0,0,0,0,0,0
090400273,0,0,0,0,0,0,0,0,0
090400274,0,0,0,1.6,1.6,0,1.6,1.6,0
090400277,4.5,0,4.5,73,0,73,77.5,0,77.5
090400300,1.6,0,1.6,0,13,0,1.6,13,1.6
090400301,2.925,2.925,0,3.4000001,0,3.4000001,6.3249998,2.925,3.4000001
090400302,5.6500001,8.666667,2.6333334,50.5,100,34,56.150002,108.66666,36.633335
090400304,0,0,0,0,3.5999999,0,0,3.5999999,0
090400316,0,0,0,.56666666,0,.85000002,.56666666,0,.85000002
090400320,2.0999999,2.0999999,0,0,0,0,2.0999999,2.0999999,0
090400343,15.866667,0,15.866667,31.933332,47.5,24.15,47.799999,47.5,40.016666
090400345,0,0,0,0,.85000002,0,0,.85000002,0
090400346,2.8,0,2.8,4.8000002,0,4.8000002,7.6000004,0,7.6000004
090400393,1.8,1.8,0,11,0,11,12.8,1.8,11
090400394,0,0,0,0,0,0,0,0,0
090400395,0,0,0,0,0,0,0,0,0
090400402,15.95,18,9.8000002,38.955555,43.82,32.875,54.905556,61.82,42.674999
090400673,6.977778,0,6.977778,52.971428,24,57.799999,59.949207,24,64.777779
090400676,13.60146,0,13.60146,8,0,24,21.60146,0,37.60146
090400678,0,0,0,13.9,13.9,0,13.9,13.9,0
090400679,0,0,0,43,43,0,43,43,0
090400681,0,0,0,0,0,0,0,0,0
090400687,0,0,0,0,0,0,0,0,0
090400688,0,0,0,0,0,0,0,0,0
090400692,0,0,0,.69999999,0,.69999999,.69999999,0,.69999999
090400693,13.57,4.9499998,15.725,16.34,17,16.174999,29.91,21.950001,31.9
090400694,0,0,0,4.9000001,4.9000001,0,4.9000001,4.9000001,0
090400695,0,0,0,54.25,0,54.25,54.25,0,54.25
090400698,0,0,0,.34999999,.69999999,0,.34999999,.69999999,0
090400700,0,0,0,0,0,0,0,0,0
090400703,.64999998,0,1.3,14.2,2.2,14.2,14.849999,2.2,15.5
090400706,0,0,0,4.4000001,0,8.8000002,4.4000001,0,8.8000002
090400707,0,0,0,97.800003,0,97.800003,97.800003,0,97.800003
090400708,0,0,0,33.400002,0,33.400002,33.400002,0,33.400002
090401323,0,0,0,.83333331,.60000002,.25,.83333331,.60000002,.25
090402057,21.188889,35.700001,13.933333,104.64,125.85,19.799999,125.82889,161.55,33.733334
090403008,0,0,0,0,0,0,0,0,0
090403009,2.5999999,2.5999999,0,0,0,0,2.5999999,2.5999999,0
090403010,0,0,0,80.25,80.25,0,80.25,80.25,0
090403011,0,0,0,0,0,0,0,0,0
090407149,.75714284,0,1.0599999,6.9000001,0,6.9000001,7.6571431,0,7.96
090408027,0,0,0,0,0,0,0,0,0
090411311,0,0,0,0,0,0,0,0,0
090600052,0,0,0,0,0,0,0,0,0
090600056,0,0,0,0,.5,0,0,.5,0
090600057,0,0,0,0,0,0,0,0,0
090600058,39.299999,0,39.299999,48,0,48,87.300003,0,87.300003
090600059,0,0,0,14,14,0,14,14,0
090600061,2.3,2.3,0,0,0,0,2.3,2.3,0
090600118,7.7333331,0,7.7333331,33.799999,0,33.799999,41.533333,0,41.533333
090600119,6.4000001,5.6999998,7.8000002,35,39.099998,32.950001,41.400002,44.799999,40.75
090600120,0,0,0,3.2,3.4000001,3,3.2,3.4000001,3
090600121,0,0,0,0,0,0,0,0,0
090600122,0,0,0,0,0,0,0,0,0
090600125,1.5,1.5,0,0,0,0,1.5,1.5,0
090600126,0,0,0,7.9000001,0,7.9000001,7.9000001,0,7.9000001
090600127,0,0,0,0,0,0,0,0,0
090600128,0,0,0,2.0999999,.52999997,2.0999999,2.0999999,.52999997,2.0999999
090600129,0,0,0,0,0,0,0,0,0
090600131,0,0,0,9.6000004,9.6000004,0,9.6000004,9.6000004,0
090600133,0,0,0,0,0,0,0,0,0
090600134,0,0,0,17,0,17,17,0,17
090600135,15.1,0,15.1,0,0,0,15.1,0,15.1
090600139,0,0,0,10.13,0,10.13,10.13,0,10.13
090600142,0,0,0,0,0,0,0,0,0
090600144,0,0,0,0,0,0,0,0,0
090600145,0,0,0,7.0500002,7.0500002,0,7.0500002,7.0500002,0
090600146,0,0,0,0,0,0,0,0,0
090600147,0,0,0,0,1.9,0,0,1.9,0
090600148,0,0,0,150,0,150,150,0,150
090600151,0,0,0,19,19,0,19,19,0
090600154,41,0,41,36.799999,19,41.25,77.800003,19,82.25
090600156,23.375,0,26.714285,13.418333,3.2550001,18.5,36.793335,3.2550001,45.214287
090600158,0,0,0,18.700001,3.4000001,18.700001,18.700001,3.4000001,18.700001
090600161,0,0,0,21,0,21,21,0,21
090600190,0,0,0,0,0,0,0,0,0
090600226,0,0,0,16.299999,13,17.950001,16.299999,13,17.950001
090600227,0,0,0,0,0,0,0,0,0
090600237,4.8000002,0,4.8000002,0,0,0,4.8000002,0,4.8000002
090600362,0,0,0,0,0,0,0,0,0
090600601,0,0,0,0,0,0,0,0,0
090600741,0,0,0,0,2.9000001,0,0,2.9000001,0
090605004,11,11,0,0,0,0,11,11,0
090605006,20,0,20,15.5,0,15.5,35.5,0,35.5
090605007,5.9499998,5.9499998,0,23.9,23.9,0,29.849998,29.849998,0
090605008,.76666665,0,2.3,0,0,0,.76666665,0,2.3
090605011,0,0,0,33.200001,0,33.200001,33.200001,0,33.200001
090605012,0,0,0,4.8000002,0,4.8000002,4.8000002,0,4.8000002
090605013,2,0,2,0,0,0,2,0,2
090605014,0,0,0,0,0,0,0,0,0
090605015,1,0,1,0,0,0,1,0,1
090605019,0,0,0,0,0,0,0,0,0
090605020,0,0,0,0,0,0,0,0,0
090605021,0,0,0,0,0,0,0,0,0
090605024,6.1999998,0,6.1999998,20.9,9.1000004,20.9,27.099998,9.1000004,27.099998
090605025,3.4000001,0,3.4000001,0,0,0,3.4000001,0,3.4000001
090605045,0,0,0,0,2.0999999,0,0,2.0999999,0
090605046,0,0,0,1.3099999,0,1.3099999,1.3099999,0,1.3099999
090605047,0,0,0,0,0,0,0,0,0
090605057,0,0,0,0,0,0,0,0,0
090605060,0,0,0,23,22,24,23,22,24
090605062,0,0,0,1.15,0,1.15,1.15,0,1.15
090605073,0,0,0,0,0,0,0,0,0
090605074,0,0,0,0,0,0,0,0,0
090605077,0,0,0,0,0,0,0,0,0
090605080,13.5,0,13.5,21,0,21,34.5,0,34.5
090605083,0,0,0,25.4,25.4,0,25.4,25.4,0
090605106,0,0,0,0,0,0,0,0,0
090605107,0,0,0,1.6,0,1.6,1.6,0,1.6
090605109,43.18,0,43.18,38.291668,80.5,29.85,81.471664,80.5,73.029999
090605113,0,0,0,0,0,0,0,0,0
090605115,0,0,0,36.900002,0,36.900002,36.900002,0,36.900002
090605118,24.450001,39.099998,9.8000002,52.630001,0,52.630001,77.080002,39.099998,62.43
090605119,0,0,0,0,0,0,0,0,0
090605120,0,0,0,0,0,0,0,0,0
090605124,0,0,0,0,0,0,0,0,0
090605125,0,0,0,0,0,0,0,0,0
090605126,30.5,0,30.5,13.3075,13.3075,0,43.807499,13.3075,30.5
090605128,0,0,0,0,0,0,0,0,0
090605129,0,0,0,0,0,0,0,0,0
090605130,0,0,0,1.7,0,1.7,1.7,0,1.7
090605132,0,0,0,0,0,0,0,0,0
090605136,31.25,53,9.5,180,140,220,211.25,193,229.5
090605142,2.55,0,2.55,0,0,0,2.55,0,2.55
090605143,0,0,0,0,0,0,0,0,0
090605144,0,0,0,0,0,0,0,0,0
090605146,0,0,0,0,0,0,0,0,0
090605149,0,0,0,12.08,3.5599999,20.6,12.08,3.5599999,20.6
090605150,0,0,0,0,0,0,0,0,0
090605153,1.8,0,1.8,9,0,9,10.8,0,10.8
090605154,0,0,0,0,0,0,0,0,0
090605158,1.5,0,1.5,9.8225002,0,13.096666,11.3225,0,14.596666
090605159,0,0,0,0,0,0,0,0,0
090605161,27.266666,16.700001,29.379999,64.666664,53,70.5,91.933334,69.699997,99.879997
090605163,10.7,10.7,0,0,0,0,10.7,10.7,0
090605164,17.65,15.7,19.6,39.209999,39.209999,0,56.860001,54.91,19.6
090605165,0,0,0,0,0,0,0,0,0
090605174,9.3500004,0,9.3500004,1.3,0,1.3,10.650001,0,10.650001
093200067,0,0,0,0,0,0,0,0,0
093200162,0,0,0,0,0,0,0,0,0
093200163,0,0,0,0,0,0,0,0,0
093200166,1,2,0,19,0,38,20,2,38
093200168,0,0,0,0,0,0,0,0,0
093200169,0,0,0,3.2,3.2,0,3.2,3.2,0
093200200,0,0,0,4.6999998,4.6999998,0,4.6999998,4.6999998,0
093200359,0,0,0,0,0,0,0,0,0
093200360,0,0,0,0,0,0,0,0,0
093200362,2.7,0,2.7,0,0,0,2.7,0,2.7
093200363,0,0,0,.465,0,.465,.465,0,.465
093200364,0,0,0,0,0,0,0,0,0
093200365,0,0,0,0,0,0,0,0,0
093200366,0,0,0,0,0,0,0,0,0
